cve,commit,prediction,label,rank
CVE-2023-50723,b434ee51dd632db22bfdc63bacbbe02325216e57,2.7021296e-25,0,1119
CVE-2023-50723,603d4fce79f06adc8b4514e731eaa7f2bc2ae764,1.0896053e-15,0,397
CVE-2023-50723,4792e1215ac7aedaa099083ef11c0283bf0c8102,6.623725e-14,0,279
CVE-2023-50723,0f01aa9a85c77d84cde3d36cffb5bd42a9bfd409,1.5209454e-27,0,1272
CVE-2023-50723,8dc735adaa251a2c815d3747535611cec199bdfa,1.1299005e-26,0,1215
CVE-2023-50723,7f135e58c59b23b025008812ce49db34db7f04d3,3.588233e-16,0,426
CVE-2023-50723,e5fac98df27bdf827e26814f2f835c446bd758a1,1.4265681e-20,0,747
CVE-2023-50723,9e4e8ba4bbae61d876a7953d716b245bd7fb2c7d,6.505448e-20,0,694
CVE-2023-50723,61db7911c1ba3168e370068a613ffa65219318b8,1.5115318e-16,0,451
CVE-2023-50723,ea2f7573a2dabd380e1e9b07300554f07f6f6bcf,8.5744946e-23,0,920
CVE-2023-50723,58230a89618809c738b280291d14dda81cb20a6e,2.385956e-12,0,200
CVE-2023-50723,bb4259a1080a4aef25bcb6886a2369867a922e3c,0.49030462,0,14
CVE-2023-50723,900895b1e53b0abed8bde6cbbe89edf0a69542d3,4.353584e-25,0,1094
CVE-2023-50723,25573dc1da9a460d171457882b5ca59ff6b7876d,2.0389042e-25,0,1135
CVE-2023-50723,2e84201a4b63020f0f360cd43bec9c1b68a2e1df,7.9573755e-25,0,1074
CVE-2023-50723,288f41de23a06591a359f1466e03ee9172e2ede9,9.223105e-12,0,171
CVE-2023-50723,f037ede764b488b90a83049b875ac9157c7ea31a,5.431726e-15,0,342
CVE-2023-50723,f194d2905347f5b3d5844af762c180ddf4cdaf71,6.6782354e-14,0,277
CVE-2023-50723,04b6a2d6f841c2d07c112835d2d42056ae5b17c0,3.241015e-18,0,576
CVE-2023-50723,bccef2b9e41e59bf47ac8e4ee02926fb53fffaa0,2.9958203e-14,0,294
CVE-2023-50723,5f7a9ebebb40cd03c4ab8df1e93fd686cf02bdc1,1.8506224e-27,0,1269
CVE-2023-50723,daa29c19132a68cf8124daed7eb09d0d9f8afdc6,3.205228e-23,0,960
CVE-2023-50723,af8526248287bced9f59dcd2966903b8280f4e42,1.9591531e-22,0,894
CVE-2023-50723,f5e70bbd2582fca867bac8a52e473419f0dea960,6.398095e-20,0,695
CVE-2023-50723,5990a4443ac483540624deb8d0a00b713147ff39,8.410854e-25,0,1071
CVE-2023-50723,27c0e9686d47db6a7f1758489e273289d3e19fa8,3.727606e-21,0,794
CVE-2023-50723,01a20ef485c5d5a29c96b35ca154b136c59e41eb,9.4717426e-32,0,1425
CVE-2023-50723,7a08010cd3ae137c0ef79d3dae13b4c010db28dd,3.0287453e-19,0,641
CVE-2023-50723,0ca780565fb1acde483219b5a26bde5ec97ea35b,1.5633655e-10,0,129
CVE-2023-50723,bbc503f62488e209cd3cf16f35a4386749002bb7,1.8348498e-18,0,592
CVE-2023-50723,8f64cfd756602d7b613dcd028958b18709aa97ac,1.9583309e-15,0,379
CVE-2023-50723,79ec59265415fd89a8b251abe447e08b76de1f02,3.413121e-22,0,875
CVE-2023-50723,5f1896f6ca4479c47d8d2591b54c2bd87c2f8162,1.2500737e-21,0,827
CVE-2023-50723,6d8cd349912accc834e96e982e773600431edabf,4.3753664e-30,0,1357
CVE-2023-50723,5c7623ea2ff64a6e61638effb958173fbd079a6a,3.298196e-28,0,1300
CVE-2023-50723,b0e13662d9cf70d7199c157a696cc7c37081c578,4.6110393e-31,0,1395
CVE-2023-50723,d1ea1d24d96212d4799858890d02c4bad082d15a,2.1654095e-23,0,970
CVE-2023-50723,491d5c97b9e2c642d62883997f92e422c5528d5f,8.016549e-31,0,1386
CVE-2023-50723,765324e947708172e943d56b989bc9e406113b14,1.3943782e-27,0,1275
CVE-2023-50723,73faec231c3f1e445107b314b63041ab09ebf7d1,1.8535329e-20,0,737
CVE-2023-50723,268fc5fe59e315a553d5045ca9d9b35e1442ace6,6.1733084e-25,0,1082
CVE-2023-50723,8791fdf998abe4e523359fd3e16217e6cbb304bb,9.579054e-22,0,833
CVE-2023-50723,fd3cac5944294413c52cdcb3545dffe790567720,1.31612e-24,0,1058
CVE-2023-50723,abb9d00084443442ba60abbf74bbc4f6efead56b,3.5507416e-34,0,1479
CVE-2023-50723,53936dfb06a2ce1a04eb64c7c4de01fdc3287889,5.367934e-22,0,854
CVE-2023-50723,bd99769860d956fc39da66583c30d9e56748faf0,3.9333472e-24,0,1023
CVE-2023-50723,81db995bced708bc13e290dcdc0d10600d0ac2de,2.3870697e-17,0,510
CVE-2023-50723,d80f6cc122e6e6a5327336e666d5f037431f05b0,9.855791e-15,0,322
CVE-2023-50723,269a20fb001e9a4452ab9daaa07f6fbd21f5fee2,2.103146e-31,0,1411
CVE-2023-50723,94f95148e256f4514d2d94717dd7f14c2a738247,8.059358e-15,0,335
CVE-2023-50723,52c7820f375e47efd3dd35d009a14bd6c8a288f9,1.7039715e-17,0,521
CVE-2023-50723,165e959c9648e276d99c32b5953d9e0c19cf9370,2.8340033e-31,0,1408
CVE-2023-50723,e0b58cbeca0ca60da58f9146bc7d85beb33ddd69,2.4794278e-11,0,159
CVE-2023-50723,ff142fff1aa4fa429967e29fa6c4adbbaed237b8,2.597652e-17,0,507
CVE-2023-50723,9be33874f96c5c0fb92b794b6c4aa58159eb194b,1.6675688e-17,0,524
CVE-2023-50723,5108848e856b691e8bae02c515d61429d94a9eb0,2.7214533e-25,0,1118
CVE-2023-50723,71e096887c3a1ef75d602615150bd11ae1f66d9f,4.4685153e-09,0,80
CVE-2023-50723,b37a1d0897aa0d3d1026bbb1d3f8e33d7fab94ec,8.9497305e-23,0,917
CVE-2023-50723,0b18bf0ccbc4090f5f1b1c27ffc7ead6920ce181,1.5718636e-32,0,1449
CVE-2023-50723,1f31083dca2c01cb716648f803108a7d3e747ab2,2.7127088e-30,0,1363
CVE-2023-50723,02427571855f0d0a91ba89fe748c7a396d0f7748,1.184593e-15,0,394
CVE-2023-50723,34bd181c49814b5ca5f07e292d94b51007c09bfe,1.680421e-20,0,740
CVE-2023-50723,54a6e07a3e627917d2709daf13ebe55dabb2a03b,1.5816573e-15,0,387
CVE-2023-50723,b457141b93934b6d5c40d5ec04377448f6883d66,1.0011542e-27,0,1280
CVE-2023-50723,3b8d98329a4cae8d217c23cac4a0381b7e485cac,2.286438e-24,0,1046
CVE-2023-50723,9f10d8aa92f6123994c96451440434e423bc1b2b,1.1075929e-13,0,263
CVE-2023-50723,39b2afb84768fe3e7688d3f76d96998652eddcd6,1.6572519e-16,0,448
CVE-2023-50723,dc801ba713b843e9cb6f90e3feec8fc9dfbd0ed3,4.400048e-18,0,567
CVE-2023-50723,27fe85756417b61187bd5dcd186f133c28dedc6a,8.907204e-20,0,682
CVE-2023-50723,5a5cd16ea8d785731085dacc489632c920c252bc,1.3423053e-21,0,823
CVE-2023-50723,023b2194239f658da922c2ed501ab1b71774178c,1.9739287e-25,0,1137
CVE-2023-50723,104f46e8dc48c0b40edf6d4c00d6eae5efc4b92e,6.581995e-16,0,408
CVE-2023-50723,8948de9f481f84ec13f25abd843c1807b6f9b4dd,9.615615e-25,0,1068
CVE-2023-50723,9517ab02a48cbb6d07f535fdc43e84525c77c23b,2.1665825e-12,0,201
CVE-2023-50723,21216dfeb0fcff39c65cd2179771006b19aabf51,7.3631876e-14,0,273
CVE-2023-50723,6905282c7df7e411d0099ff13e5ee481ab1dc10b,7.2666234e-11,0,138
CVE-2023-50723,5c65610353f0849017cd4097d1749e75b78d639e,1.2405436e-22,0,903
CVE-2023-50723,095c92e3a8872e7882b39f0af0a86f2e9cab5d6c,1.7224653e-26,0,1197
CVE-2023-50723,5257eb2e395c033b67a7996bac3c4e5a2e54c1e4,1.1894646e-31,0,1420
CVE-2023-50723,7140ea0cfcec673d45cc03fd5c9de1fbdddfe417,1.4329474e-23,0,986
CVE-2023-50723,489f4f7c2d3dd6255f8f8ea32ffe8fd98c9e5b57,4.1111651e-25,0,1096
CVE-2023-50723,264fb542ab1ba841853b8284844cbaf3c755bc6a,3.76573e-25,0,1101
CVE-2023-50723,cab4503ef988b5c223bdbb12c0e4a7d566b4da85,5.4923274e-11,0,143
CVE-2023-50723,e82100b265e7be801224b3e5616f34642c17f64f,5.3920262e-15,0,343
CVE-2023-50723,4ce9dae1a4c5d9fba44a37874a004edde03eca1d,4.996617e-22,0,857
CVE-2023-50723,6e57862da504bd146397f4ed48b60d53ac20cbc3,3.373301e-17,0,493
CVE-2023-50723,27f6090a3948c99827942c01d0c511f32f4c9e05,6.6985225e-28,0,1289
CVE-2023-50723,0aa3db7e14d2378b50ee434e2aa3d3b23c619b25,1.0984359e-30,0,1375
CVE-2023-50723,ea71f112170ff051c5657c944f42e6cc2efa98a6,2.2041612e-17,0,511
CVE-2023-50723,feef10c0eed774945343a73d33235902063c588c,2.905241e-31,0,1407
CVE-2023-50723,46d91eb59a8141decc9395d3bb6cee2468d1e582,8.310452e-18,0,541
CVE-2023-50723,658d48b87590d99c93271540ce04f4eea5c312cb,2.3230787e-27,0,1264
CVE-2023-50723,d64943b218d942c4a98b4470b01aba838c6968d5,7.892847e-21,0,769
CVE-2023-50723,432cd2b88ee2fdb42f938b069c2505af4d494a45,1.2941044e-25,0,1156
CVE-2023-50723,efef6ec300eb49c3991e1e0db3f98798e4c6ba87,8.944496e-11,0,134
CVE-2023-50723,0fd61d5d662745b0ddff2d8e1bf0e68bfcdad87e,4.272265e-31,0,1399
CVE-2023-50723,cbb0bd55b5d4ce73f8c899ac4eda6c02908890a0,2.184007e-17,0,512
CVE-2023-50723,d15cab86b40ca7a726d950bb4b9e7411b0ed24b4,1.9911865e-18,0,590
CVE-2023-50723,70ef8bb03fdba917ab368f9cb4d3b9d7e34a40ad,1.2949524e-12,0,210
CVE-2023-50723,7fb6af90750fd6bd30432be5b0a42731ddf11832,1.7370149e-11,0,164
CVE-2023-50723,d64637d69df5f5693acacbb79705f2136fe40178,3.279807e-18,0,575
CVE-2023-50723,61a8291765ac663f4817a741604089671a83e7c2,5.5532195e-16,0,413
CVE-2023-50723,70f97a52d94c6a0808bf1416f5efe7786665f66c,3.3545896e-18,0,574
CVE-2023-50723,e2fd162f59498728a9011c745e1276b2ce0fd984,2.1534628e-25,0,1132
CVE-2023-50723,dc459ea1cfea4b3ccd967c447e5e0c0bb960da57,2.951654e-10,0,120
CVE-2023-50723,f14bda72cab3592bae04913bf58e3e2003323743,1.104496e-28,0,1314
CVE-2023-50723,a94e4666ce6ca2b27de1e92520f9bc09f8a87d97,7.2013085e-29,0,1320
CVE-2023-50723,7303d8f742a4cfe2b457d85a0d2d1d0b5e949c7b,3.5269078e-23,0,956
CVE-2023-50723,a5a01f0791ab074785aa776c958c8b2d6ae47f47,8.3705e-23,0,921
CVE-2023-50723,5f4609f3f34acaa2a444d23d6b74c6b52687a217,3.9707976e-23,0,954
CVE-2023-50723,2b7a3af1cb018ec1a50dc3c1f7d3120c2a18e8fd,2.4633836e-21,0,807
CVE-2023-50723,ad3da1c97e6c04eccf302a200d1124f0924fe76b,2.8662836e-12,0,190
CVE-2023-50723,752dd593980b5c63d40285491063ba3d9ac60c4e,5.1248634e-11,0,145
CVE-2023-50723,d648727cd6db64316b8b08b3621fb3bb97ba75a3,5.727871e-08,0,56
CVE-2023-50723,241b992565fd7ac0d52031a7b93164d8de749e6f,1.1140207e-21,0,829
CVE-2023-50723,787c9d8cc73b1a0f76fe3e412f3be249d16948ef,4.320573e-27,0,1247
CVE-2023-50723,2379416865c7d21900cf352fb805b41f11ddd493,2.5966282e-12,0,195
CVE-2023-50723,7424241c9e5df7c62234d065440e37fa423672e3,4.9284793e-10,0,109
CVE-2023-50723,f3e0d7d63c844cf6a6a8cf0c2f50231b55c6e31d,9.500608e-27,0,1225
CVE-2023-50723,ccb23ccf7f6c5c06b837a631a033f8c53df5ca66,1.8975107e-19,0,657
CVE-2023-50723,77be1090b1917e32dcec1bc27f4a3360a6bf0fb9,9.606425e-15,0,325
CVE-2023-50723,6d72bb3386924032bef4b0eb7563613e79802301,3.7980342e-31,0,1401
CVE-2023-50723,32545f485cfa620b703be3e918d037b46937f40f,1.9494983e-07,0,48
CVE-2023-50723,6206d6a0e22eb87b386fba4437e230c40844294e,7.3987586e-30,0,1350
CVE-2023-50723,378ebd6fb2e6a0a7961dec8b15352448c6d9dcad,3.2893704e-16,0,428
CVE-2023-50723,75d14f8e17ce05cc4df005ee3301a4905536ebaa,4.20412e-24,0,1022
CVE-2023-50723,953e5e21daebbfb102a4d1064ce4ccfe3af0b88a,1.9363456e-27,0,1267
CVE-2023-50723,e22c55d91a3024cfb90176e521607e5354564eac,4.4486637e-29,0,1326
CVE-2023-50723,41d47e6ac07924d73ae31015f586aa51e566985f,4.422395e-18,0,565
CVE-2023-50723,8f2c6d7b856a0d575bc505ae48b0465d63c06633,3.876381e-27,0,1251
CVE-2023-50723,699341696db4e2c43b4fa10bf94e4b34ae0cae99,4.9204155e-27,0,1240
CVE-2023-50723,d373d91a6899f4c5bfb8e5632b0452847b09a513,9.994833e-27,0,1221
CVE-2023-50723,05f0ba0694a3e5e4395f493c3388ac152d218ad4,1.2427714e-12,0,211
CVE-2023-50723,b8c00d91928718fd7e54ebb6bed467742d493409,7.750751e-24,0,1005
CVE-2023-50723,45e7c7d1e32fd513dae632267b4d94080fd1ddc8,2.2959507e-21,0,808
CVE-2023-50723,7dd48fa817d25b77eb37670b78212188f00722df,8.871318e-22,0,838
CVE-2023-50723,b6f0fc6facc0335fbe99b870c7c095b3b1ed895a,6.7565337e-17,0,470
CVE-2023-50723,9cf0f5f6648c04f27e1252df22b0fa98a39c371e,3.0536902e-25,0,1114
CVE-2023-50723,6634e1d08d2bb75b923871b21b77c5d462d235a1,2.8419357e-18,0,579
CVE-2023-50723,ff31c86d2151fbe41305361266e4fea594d74760,6.831159e-21,0,772
CVE-2023-50723,fed7a3aabfdf68ce6ab842d4ccee63da26264587,2.9401923e-17,0,502
CVE-2023-50723,070986d9156fda6b1754d89f83f5d04dd94708fe,3.2118006e-08,0,63
CVE-2023-50723,80f210a1591dd939bc994595ef60fee1e28f5452,3.3563808e-11,0,149
CVE-2023-50723,95860d01c0b83411a8748456b39024fe262aa693,3.8256913e-16,0,422
CVE-2023-50723,5b7fce2023084ec89711bf420375122138d709e0,5.1130124e-14,0,285
CVE-2023-50723,9ee20889e2d5d9b29406492ddbf117f28bb41939,2.7041066e-27,0,1258
CVE-2023-50723,6e42c77167087ca944430f2c907af98023c3f651,4.7572442e-32,0,1435
CVE-2023-50723,1ed63e5e9a18228ed61a13febe3f4b56e1eb6e7e,5.676801e-25,0,1086
CVE-2023-50723,f44a6abc5ae68882782eb8054dbe3b8fe9f90fbd,4.1954876e-15,0,354
CVE-2023-50723,858065aac5368e3f699c615b4130e56f443f9118,1.302043e-31,0,1417
CVE-2023-50723,c8aadfa646be659d61117ef77e98cd4fdb403294,4.4124486e-20,0,709
CVE-2023-50723,58543f9329c97d197ced9c5f57fed8e1a2220f66,2.9113412e-17,0,503
CVE-2023-50723,b46f5bd07ab47ed0a31a726857df1919c104bf37,1.6963463e-15,0,384
CVE-2023-50723,6e604176909497c18b27c26909461309d94d1dc3,1.0691816e-17,0,536
CVE-2023-50723,af132e091ea233d6fea3910a05fde3cff1d1de6c,2.7304676e-11,0,157
CVE-2023-50723,774068beb0be33c1a08dd5637117596906bc1f97,5.9234345e-13,0,229
CVE-2023-50723,6fbedf7a06653dd9c2cdd4ddda4202e24c52716e,3.1028363e-15,0,361
CVE-2023-50723,42d827868565ca9316ffb0cb219b4175484896e0,1.6512279e-28,0,1309
CVE-2023-50723,ad43d3f613a8acd66f074e42a2db39ce7287f570,2.464262e-25,0,1124
CVE-2023-50723,58a2b39d465491dcf37bc954f5838ccc194cbf9e,1.1702649e-23,0,993
CVE-2023-50723,321e67af241fa2c66e087a6772228e2ec3d718c7,1.2401308e-24,0,1060
CVE-2023-50723,38a5220224d1399f7f29a11513d78f806b4ab986,2.670363e-18,0,580
CVE-2023-50723,cc9bdbb63ec46b9b805d6abb93a2aae37ebe4942,6.434846e-24,0,1012
CVE-2023-50723,18ec1adb461d805795544c96932bac9059f44fe1,6.665111e-19,0,620
CVE-2023-50723,d7be8245479b65b169a477abf400fe923be69804,4.272265e-31,0,1398
CVE-2023-50723,3bb63ca4b506d79156492f34afa6aaaa1192519c,1.0592679e-32,0,1452
CVE-2023-50723,411e2ca68a14b152524679a011d956fa4af49e5a,9.4424413e-26,0,1164
CVE-2023-50723,18c1b83b1662af90c5f3740eba1dcea7a7c6e6d1,7.728191e-10,0,102
CVE-2023-50723,c34c77d644d0ccd3a6b16acc3f07a0047dd7651b,3.1414843e-11,0,153
CVE-2023-50723,e5ea25fa41550c1fe56ddbf7658ee331312f3504,2.605789e-18,0,581
CVE-2023-50723,32879e9796b53b0c6ef4656254f19123dd562374,9.622922e-24,0,1000
CVE-2023-50723,2192c23039b8b2f8b6650aa7509831a390495bd9,6.5135944e-27,0,1235
CVE-2023-50723,c227e0c9a63f31234b1773e2f43060df6a79400c,2.8378877e-23,0,965
CVE-2023-50723,0bfaf4e5707e425fb212cce22bc0cae2bb18c2ce,7.2845316e-13,0,221
CVE-2023-50723,36e879620a1a6a9fdecee6f12a79da879490223e,6.812296e-20,0,691
CVE-2023-50723,eef89699f6469b080b3bff6816426dad44a8cda1,6.483963e-14,0,282
CVE-2023-50723,dd7914fa681b0f71aa8790c024fa630e95a9dffe,6.2231524e-17,0,473
CVE-2023-50723,70ef14331991ae8ccded503fb686dc6f2539b03d,8.523712e-13,0,219
CVE-2023-50723,c071e4ae8fdc40089be01d7a8ac3cb4576c58217,6.2105877e-23,0,935
CVE-2023-50723,0a10f68e3682f311715d339d6865692032e776d2,1.4425621e-15,0,388
CVE-2023-50723,1a60eacd26f4eb42972ce538aeaeb6e52bc342df,6.6050126e-15,0,340
CVE-2023-50723,d020f6473950699715662ebc06f7f70c2e05f67c,3.018688e-11,0,154
CVE-2023-50723,d79e2f5a287536c40d009f2d053d5ed87101531b,1.07840506e-19,0,678
CVE-2023-50723,b886e0a04acc1a4e2422e21f12715c7a57cc869e,1.1252502e-12,0,214
CVE-2023-50723,43626a6d9de77d79d413cbc4362fed1177cd433b,8.801864e-14,0,267
CVE-2023-50723,76225537dfe799358b3bbc4d518831e3b915d05b,4.5913964e-17,0,483
CVE-2023-50723,1a06a4e96776211a275108464c20f44cbe2cff04,2.1414061e-16,0,440
CVE-2023-50723,1db0843495829eafb6814d3abe1b6ba1aa3385f2,4.599942e-21,0,785
CVE-2023-50723,2d0e8a896e5336a7ce128c381ba122ced99d0154,1.3986861e-11,0,168
CVE-2023-50723,1fb12d2780f37b34a1b4dfdf8457d97ce5cbb2df,0.031024136,0,19
CVE-2023-50723,87b44ac6d755c94c4976409ca140e60dff5dcf0a,8.017123e-18,0,545
CVE-2023-50723,5e1e6ca46eb40c7b82668794c55f0a01e32d4105,3.0936702e-19,0,638
CVE-2023-50723,de2ee64f2b877c5a5efb86e5d8c0fb3ff75a5cf4,2.1702951e-32,0,1444
CVE-2023-50723,2f0e191bddc1744ff7c68c7a04891bd80b768058,1.3543607e-15,0,391
CVE-2023-50723,cf395949632915b5067e1ce0a0fdeb8412b738a9,4.440843e-16,0,418
CVE-2023-50723,e842c09cb11030d490ed4428ce3560bfb88bff6d,2.0517332e-23,0,974
CVE-2023-50723,d8c1406bfe251a1e02c60701ce8cfe4f9aa1fe35,1.6722512e-13,0,256
CVE-2023-50723,05457e77015bdcb26f3bfb7c142c90455c21e0db,1.8299999e-09,0,92
CVE-2023-50723,6fb8d1e669744f145cb893cd095fccdf4a998952,5.0576927e-23,0,945
CVE-2023-50723,3c1587fd33975b30159db6e753682779d931efcc,3.1821745e-10,0,118
CVE-2023-50723,54a989e4c82a30661d307bd2b7493373a76f1663,7.6752493e-25,0,1076
CVE-2023-50723,4f663c1444c259d49cc59b8776ff38c3329c3e30,0,0,1504
CVE-2023-50723,32ef2685e37b767ec26125cad54aa918d8feddd5,1.9928778e-21,0,815
CVE-2023-50723,204738b22224be5c35fa7c6d3b11ea6fcee8c23b,2.6246407e-13,0,246
CVE-2023-50723,12b3acaad39b51a7c7b1791a50af3f2b5a729c15,1.1575425e-19,0,674
CVE-2023-50723,ecde82e35c8350f95ce27aa6a38858b25d8f98ef,2.5595293e-22,0,886
CVE-2023-50723,b866ade45825ca50dbaf4852ab96f2ef656bdb20,2.1989833e-21,0,809
CVE-2023-50723,a9f6b33276c2589163416252f80c84b39188f5be,1.7319145e-25,0,1145
CVE-2023-50723,0095f7aa36c88104aff59b62517c319a380489a9,1.4850315e-10,0,130
CVE-2023-50723,e3152d0915cba05ca997fce4a3f072b86c0e521a,5.092305e-09,0,79
CVE-2023-50723,62be9456d8d1add204dbb1847e4ed5fbb67ce133,3.4393872e-17,0,491
CVE-2023-50723,1ef9f7de4747a227500c5256bb68f0a6da695638,2.305991e-22,0,890
CVE-2023-50723,028dc3cd6119c6b92f7f0035190d6a6dde7edb3d,4.688762e-25,0,1091
CVE-2023-50723,cec3dde535a9b445adedf3d25fc1a1fd8b969809,3.2431569e-24,0,1032
CVE-2023-50723,4701666e89f4b0c46d8a5dd7293c056bab53353e,4.4945856e-28,0,1294
CVE-2023-50723,ee7f5bbb2d6d4d3376fbe78564835045d9fc0d32,1.1498484e-36,0,1492
CVE-2023-50723,b6d59c12ead388ae66ea422bd1bbfb8fad6229fa,3.994281e-10,0,112
CVE-2023-50723,ad76dc1e19adc9a1c402b1686617c0647b083365,9.0801765e-21,0,762
CVE-2023-50723,ee7879c233e307fad82a5dd7f52519426fca340e,3.9755146e-10,0,114
CVE-2023-50723,1fac6c203658b73746c659c1031656b13472be41,4.9023455e-23,0,949
CVE-2023-50723,b958d61f3e09887c4675552e1db38c09e2ae6bc4,3.638956e-18,0,571
CVE-2023-50723,43d002af8506f0c226933502b9d7154d144777dd,1.962958e-25,0,1138
CVE-2023-50723,de444a93e2e1e5ab6578f63e747ff9c52c8a82a1,1.2863532e-24,0,1059
CVE-2023-50723,4dd6cdfb9d79190bf3f0e3700756b7413cd5c027,2.072457e-34,0,1482
CVE-2023-50723,1284dc164c54b25e2610f37956b8dae5b6206797,2.9925247e-33,0,1461
CVE-2023-50723,b1a3c5dfd1ede1984ba26c79b9cc3ab89655d8ed,1.0295142e-15,0,399
CVE-2023-50723,768878ce5d44c5859095f8095d371cf883de3d97,3.0625797e-25,0,1113
CVE-2023-50723,4eb24ef248cc5da7f49dd0ec2d2734a68fd38b6b,1.7073816e-24,0,1054
CVE-2023-50723,40faf4cf0f62bfe18266851e9fd70ddff6e7bfb8,8.164713e-18,0,543
CVE-2023-50723,757ad43658b097353ec2ff05b5325d2c5c638e69,4.590532e-12,0,182
CVE-2023-50723,5944b7f9e5c2950d4b2a0b514a80007f2485f595,6.5226504e-18,0,552
CVE-2023-50723,4d27911eba7ad1afee8f71676b644acdd3a3dc0a,1.7137315e-23,0,978
CVE-2023-50723,0816ee6c64bf1e29a72c8a051f422aadeab56c20,5.3078746e-11,0,144
CVE-2023-50723,0ca595a8f4841e94d01d465083dfceedaa62a8cd,1.3634276e-29,0,1342
CVE-2023-50723,ae982b40130bc4bc8f0f3a1c098cd610711e4564,1.232933e-16,0,459
CVE-2023-50723,8062c3a726f9509d53f6294bea02bbdb3a2aa588,8.015518e-29,0,1319
CVE-2023-50723,458d4d89e4f91082549676c0182b61a1526b5281,3.0627706e-15,0,363
CVE-2023-50723,e19215b69212b13287ce2dca1ebb93a1a0ed6b3a,1.5574722e-33,0,1469
CVE-2023-50723,bcabf6778b86f27d5aedd120b78590990ab7a92d,8.862799e-21,0,765
CVE-2023-50723,c8300a81f45246f7421d0111980a8fd19c4a6b7a,4.7451106e-13,0,234
CVE-2023-50723,74df84772f9803e14624d5763c99361e76bfb90f,3.1557893e-30,0,1361
CVE-2023-50723,750b394c948a6ee575bd8fb8f89c301c6f92cf41,2.1186805e-15,0,376
CVE-2023-50723,0a325882caa4523ffb8157cf20b4da497a4e4bdd,1.0180087e-31,0,1424
CVE-2023-50723,a5a845ee86c8115b638d9421545b3acdf80284e2,2.3075108e-24,0,1045
