cve,commit1,commit2,prediction,label,label1,label2
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,959a9657a35802c8af46a5946ff842071e44c963,7.9746184e-07,0,1,0
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,cb96a43ee9bfdb78ee25eea1225c8676f78225a8,0.000199934,0,1,0
CVE-2023-50723,4381e37c5cfd8ab40f088c1b3f65d4fd70af0d9d,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,7.92753e-06,0,0,1
CVE-2023-50723,8aa04a3b83f3a7ad5a0659090fbcc9123d08c7be,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,0.000269448,0,0,1
CVE-2023-50723,b75ec28dec134fbb9582c90989f36cc116ff95f2,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,6.993894e-08,0,0,1
CVE-2023-50723,4910112ebf5c3bc77c09b0007239772819260e89,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,7.33452e-11,0,0,1
CVE-2023-50723,ec1fb218cad331963949f8da7ded579e73e5d98c,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,4.508895e-11,0,0,1
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,5d0b81c322f9f7cccfd66d6f2121c96b14ea560c,0.19625193,0,1,0
CVE-2023-50723,5ae7a0e592638ab549e996956e5d5d5b3203b0d5,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,0.001291595,0,0,1
CVE-2023-50723,2da280b76d73d3d8cf9cce7b41d76a8ee8f8af21,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,9.3724225e-08,0,0,1
CVE-2023-50723,613735bd676471093e1fd1349f2e55aeefd8f262,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,3.1678198e-07,0,0,1
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,9b6919da06828fe37acde05459168921c654fd9f,3.0133683e-06,0,1,0
CVE-2023-50723,42c7c3d1cd20885a96a996c197714bbe9b08556c,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,4.800809e-08,0,0,1
CVE-2023-50723,79418dd92ca11941b46987ef881bf50424898ff4,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,0.05776841,0,0,1
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,b2c2a55fa673f7c6d3e203167758c5164c5dc1dd,6.306621e-07,0,1,0
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,89f5ce7bc8a5aef22ec8464cfd0120a1ef44a368,2.294807e-06,0,1,0
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,09c9a0e416f24a7732a1f39cf1a149b0dc901014,0.001569148,0,1,0
CVE-2023-50723,124b2d2cbb0d74f580ed9c067b93badb5e36b51e,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,2.8001546e-07,0,0,1
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,97cbfb5e756b7dd4eda2a51888f918234084a6aa,0.20997278,0,1,0
CVE-2023-50723,1a8910481388e95dc22a641367d739c55faf7cdb,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,0.000169996,0,0,1
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,070245b4c334d6887e062383782c6d1c50b64dcf,7.601892e-05,0,1,0
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,966e9858a30db55129838ea6b589d3b27eba7bbc,1.4915356e-06,0,1,0
CVE-2023-50723,6f7bbb7f7c3d8f13470a6995a242a9377d77cbfd,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,3.908826e-06,0,0,1
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,3bb55b5e94e925d5be51df0ca7a25b3b6f66b16d,2.6853402e-05,0,1,0
CVE-2023-50723,c261e5b2d80a34d2dcf6b321a12f40aae2ea3594,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,9.4437e-19,0,0,1
CVE-2023-50723,af52b4fbb00b3f00b53c645c451b909b35bc0381,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,8.370085e-08,0,0,1
CVE-2023-50723,0f367aaae4e0696f61cf5a67a75edd27d1d16db6,316acab62aac8e08d21ed7b65f88aeeec97e2f15,2.1662086e-06,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.9998568,1,1,1
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.99911064,1,1,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,9efa051e3eabd97fc84bab25a6240ceab0966889,5.6827488e-05,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,bb4259a1080a4aef25bcb6886a2369867a922e3c,5.9118634e-07,0,1,0
CVE-2023-50723,32545f485cfa620b703be3e918d037b46937f40f,1157c1ecea395aac7f64cd8a6f484b1225416dc7,5.1186936e-17,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,1fb12d2780f37b34a1b4dfdf8457d97ce5cbb2df,6.16112e-06,0,1,0
CVE-2023-50723,499902c1f158ff99d002f69836a46f9a9a0ab298,1157c1ecea395aac7f64cd8a6f484b1225416dc7,4.079981e-10,0,0,1
CVE-2023-50723,1314958cc15d558c625dda2a19790fb9ccd91bb4,1157c1ecea395aac7f64cd8a6f484b1225416dc7,2.5758227e-11,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,54bcc5a7a2e440cc591b91eece9c13dc0c487331,0.001478993,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,b7ffa88566e3516b6bc6a55bfbfbb5dc9a85d4db,0.003388537,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,31f6b2a55d83c09d8c582f81f834fb568d9eb851,5.244281e-06,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,45ef3b0e0f8c6059f5a34b6b406c3a019bff2d0b,3.5710967e-05,0,1,0
CVE-2023-50723,e995f4c48bc88194ad6f25246aee08bd1d147f71,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.001104908,0,0,1
CVE-2023-50723,5e8725b4272cd3e5be09d3ca84273be2da6869c1,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.003537088,0,0,1
CVE-2023-50723,678162df95e0cf5b6a9d6a3f7297164c046a8d59,1157c1ecea395aac7f64cd8a6f484b1225416dc7,2.469873e-05,0,0,1
CVE-2023-50723,728e4b75ce5ed98f2234fd639ff693067f9536a2,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.002644287,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,bb462c2a7bf91f33da8f88e54613954c75d091db,0.000443955,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,efa563ceb9d0884df76f420d9ddb78afe8fdcc9a,0.003328645,0,1,0
CVE-2023-50723,3cb2454580508edacbe60dbd97af7aff0bce136a,1157c1ecea395aac7f64cd8a6f484b1225416dc7,4.131823e-06,0,0,1
CVE-2023-50723,cb9b18c7348e417aac83d97b3b4ec4acf86164a2,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.052727975,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,9018335bd9bef49d8e54a98345ed390b82a837af,0.18019392,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,959a9657a35802c8af46a5946ff842071e44c963,4.909719e-06,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,cb96a43ee9bfdb78ee25eea1225c8676f78225a8,0.000524048,0,1,0
CVE-2023-50723,4381e37c5cfd8ab40f088c1b3f65d4fd70af0d9d,1157c1ecea395aac7f64cd8a6f484b1225416dc7,2.414174e-05,0,0,1
CVE-2023-50723,8aa04a3b83f3a7ad5a0659090fbcc9123d08c7be,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.00012092,0,0,1
CVE-2023-50723,b75ec28dec134fbb9582c90989f36cc116ff95f2,1157c1ecea395aac7f64cd8a6f484b1225416dc7,2.3892997e-07,0,0,1
CVE-2023-50723,4910112ebf5c3bc77c09b0007239772819260e89,1157c1ecea395aac7f64cd8a6f484b1225416dc7,2.991578e-10,0,0,1
CVE-2023-50723,ec1fb218cad331963949f8da7ded579e73e5d98c,1157c1ecea395aac7f64cd8a6f484b1225416dc7,2.1710357e-10,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,5d0b81c322f9f7cccfd66d6f2121c96b14ea560c,0.081428654,0,1,0
CVE-2023-50723,5ae7a0e592638ab549e996956e5d5d5b3203b0d5,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.00164718,0,0,1
CVE-2023-50723,2da280b76d73d3d8cf9cce7b41d76a8ee8f8af21,1157c1ecea395aac7f64cd8a6f484b1225416dc7,1.3016293e-07,0,0,1
CVE-2023-50723,613735bd676471093e1fd1349f2e55aeefd8f262,1157c1ecea395aac7f64cd8a6f484b1225416dc7,2.9057793e-08,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,9b6919da06828fe37acde05459168921c654fd9f,1.2590305e-05,0,1,0
CVE-2023-50723,42c7c3d1cd20885a96a996c197714bbe9b08556c,1157c1ecea395aac7f64cd8a6f484b1225416dc7,1.2240181e-07,0,0,1
CVE-2023-50723,79418dd92ca11941b46987ef881bf50424898ff4,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.18873324,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,b2c2a55fa673f7c6d3e203167758c5164c5dc1dd,5.0454514e-07,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,89f5ce7bc8a5aef22ec8464cfd0120a1ef44a368,1.2266197e-05,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,09c9a0e416f24a7732a1f39cf1a149b0dc901014,0.006035831,0,1,0
CVE-2023-50723,124b2d2cbb0d74f580ed9c067b93badb5e36b51e,1157c1ecea395aac7f64cd8a6f484b1225416dc7,6.048176e-07,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,97cbfb5e756b7dd4eda2a51888f918234084a6aa,0.6905308,0,1,0
CVE-2023-50723,1a8910481388e95dc22a641367d739c55faf7cdb,1157c1ecea395aac7f64cd8a6f484b1225416dc7,0.001065168,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,070245b4c334d6887e062383782c6d1c50b64dcf,0.000298264,0,1,0
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,966e9858a30db55129838ea6b589d3b27eba7bbc,1.2361058e-05,0,1,0
CVE-2023-50723,6f7bbb7f7c3d8f13470a6995a242a9377d77cbfd,1157c1ecea395aac7f64cd8a6f484b1225416dc7,7.241677e-06,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,3bb55b5e94e925d5be51df0ca7a25b3b6f66b16d,3.6216145e-05,0,1,0
CVE-2023-50723,c261e5b2d80a34d2dcf6b321a12f40aae2ea3594,1157c1ecea395aac7f64cd8a6f484b1225416dc7,4.6300533e-18,0,0,1
CVE-2023-50723,af52b4fbb00b3f00b53c645c451b909b35bc0381,1157c1ecea395aac7f64cd8a6f484b1225416dc7,3.6404256e-08,0,0,1
CVE-2023-50723,1157c1ecea395aac7f64cd8a6f484b1225416dc7,316acab62aac8e08d21ed7b65f88aeeec97e2f15,5.977006e-07,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.9992873,1,1,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,9efa051e3eabd97fc84bab25a6240ceab0966889,8.7683424e-05,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,bb4259a1080a4aef25bcb6886a2369867a922e3c,4.8196953e-06,0,1,0
CVE-2023-50723,32545f485cfa620b703be3e918d037b46937f40f,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,4.9425825e-17,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,1fb12d2780f37b34a1b4dfdf8457d97ce5cbb2df,1.7978864e-06,0,1,0
CVE-2023-50723,499902c1f158ff99d002f69836a46f9a9a0ab298,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,4.1645956e-10,0,0,1
CVE-2023-50723,1314958cc15d558c625dda2a19790fb9ccd91bb4,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,4.9886245e-12,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,54bcc5a7a2e440cc591b91eece9c13dc0c487331,8.396033e-05,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,b7ffa88566e3516b6bc6a55bfbfbb5dc9a85d4db,0.001817364,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,31f6b2a55d83c09d8c582f81f834fb568d9eb851,8.137814e-06,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,45ef3b0e0f8c6059f5a34b6b406c3a019bff2d0b,1.1694554e-05,0,1,0
CVE-2023-50723,e995f4c48bc88194ad6f25246aee08bd1d147f71,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.000524627,0,0,1
CVE-2023-50723,5e8725b4272cd3e5be09d3ca84273be2da6869c1,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.009722,0,0,1
CVE-2023-50723,678162df95e0cf5b6a9d6a3f7297164c046a8d59,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,6.1202795e-06,0,0,1
CVE-2023-50723,728e4b75ce5ed98f2234fd639ff693067f9536a2,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,5.2342486e-05,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,bb462c2a7bf91f33da8f88e54613954c75d091db,0.001268322,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,efa563ceb9d0884df76f420d9ddb78afe8fdcc9a,0.004694698,0,1,0
CVE-2023-50723,3cb2454580508edacbe60dbd97af7aff0bce136a,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,1.093443e-06,0,0,1
CVE-2023-50723,cb9b18c7348e417aac83d97b3b4ec4acf86164a2,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.04930242,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,9018335bd9bef49d8e54a98345ed390b82a837af,0.133959,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,959a9657a35802c8af46a5946ff842071e44c963,3.7559316e-06,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,cb96a43ee9bfdb78ee25eea1225c8676f78225a8,0.000678301,0,1,0
CVE-2023-50723,4381e37c5cfd8ab40f088c1b3f65d4fd70af0d9d,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,9.591318e-06,0,0,1
CVE-2023-50723,8aa04a3b83f3a7ad5a0659090fbcc9123d08c7be,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.00015953,0,0,1
CVE-2023-50723,b75ec28dec134fbb9582c90989f36cc116ff95f2,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,7.694282e-08,0,0,1
CVE-2023-50723,4910112ebf5c3bc77c09b0007239772819260e89,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,1.2306249e-10,0,0,1
CVE-2023-50723,ec1fb218cad331963949f8da7ded579e73e5d98c,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,1.3466236e-10,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,5d0b81c322f9f7cccfd66d6f2121c96b14ea560c,0.16325946,0,1,0
CVE-2023-50723,5ae7a0e592638ab549e996956e5d5d5b3203b0d5,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.001907415,0,0,1
CVE-2023-50723,2da280b76d73d3d8cf9cce7b41d76a8ee8f8af21,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,1.6640281e-07,0,0,1
CVE-2023-50723,613735bd676471093e1fd1349f2e55aeefd8f262,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,2.4343752e-08,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,9b6919da06828fe37acde05459168921c654fd9f,6.548033e-06,0,1,0
CVE-2023-50723,42c7c3d1cd20885a96a996c197714bbe9b08556c,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,4.433625e-08,0,0,1
CVE-2023-50723,79418dd92ca11941b46987ef881bf50424898ff4,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.039125785,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,b2c2a55fa673f7c6d3e203167758c5164c5dc1dd,9.19513e-07,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,89f5ce7bc8a5aef22ec8464cfd0120a1ef44a368,1.2500241e-05,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,09c9a0e416f24a7732a1f39cf1a149b0dc901014,0.005341776,0,1,0
CVE-2023-50723,124b2d2cbb0d74f580ed9c067b93badb5e36b51e,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,4.5253924e-07,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,97cbfb5e756b7dd4eda2a51888f918234084a6aa,0.27125472,0,1,0
CVE-2023-50723,1a8910481388e95dc22a641367d739c55faf7cdb,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,0.000908516,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,070245b4c334d6887e062383782c6d1c50b64dcf,0.000269834,0,1,0
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,966e9858a30db55129838ea6b589d3b27eba7bbc,5.3196363e-06,0,1,0
CVE-2023-50723,6f7bbb7f7c3d8f13470a6995a242a9377d77cbfd,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,7.043801e-06,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,3bb55b5e94e925d5be51df0ca7a25b3b6f66b16d,7.622387e-06,0,1,0
CVE-2023-50723,c261e5b2d80a34d2dcf6b321a12f40aae2ea3594,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,8.5624505e-19,0,0,1
CVE-2023-50723,af52b4fbb00b3f00b53c645c451b909b35bc0381,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,3.771909e-08,0,0,1
CVE-2023-50723,749f6aee1bfbcf191c3734ea0aa9eba3aa63240e,316acab62aac8e08d21ed7b65f88aeeec97e2f15,3.2938465e-06,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,9efa051e3eabd97fc84bab25a6240ceab0966889,5.4684624e-05,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,bb4259a1080a4aef25bcb6886a2369867a922e3c,7.9637296e-08,0,1,0
CVE-2023-50723,32545f485cfa620b703be3e918d037b46937f40f,bd82be936c21b65dee367d558e3050b9b6995713,2.3843579e-17,0,0,1
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,1fb12d2780f37b34a1b4dfdf8457d97ce5cbb2df,2.384079e-06,0,1,0
CVE-2023-50723,499902c1f158ff99d002f69836a46f9a9a0ab298,bd82be936c21b65dee367d558e3050b9b6995713,2.4113671e-11,0,0,1
CVE-2023-50723,1314958cc15d558c625dda2a19790fb9ccd91bb4,bd82be936c21b65dee367d558e3050b9b6995713,3.5638784e-11,0,0,1
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,54bcc5a7a2e440cc591b91eece9c13dc0c487331,6.0489332e-05,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,b7ffa88566e3516b6bc6a55bfbfbb5dc9a85d4db,0.000295838,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,31f6b2a55d83c09d8c582f81f834fb568d9eb851,5.004272e-06,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,45ef3b0e0f8c6059f5a34b6b406c3a019bff2d0b,3.1583652e-06,0,1,0
CVE-2023-50723,e995f4c48bc88194ad6f25246aee08bd1d147f71,bd82be936c21b65dee367d558e3050b9b6995713,0.001117307,0,0,1
CVE-2023-50723,5e8725b4272cd3e5be09d3ca84273be2da6869c1,bd82be936c21b65dee367d558e3050b9b6995713,0.000374349,0,0,1
CVE-2023-50723,678162df95e0cf5b6a9d6a3f7297164c046a8d59,bd82be936c21b65dee367d558e3050b9b6995713,4.7218202e-07,0,0,1
CVE-2023-50723,728e4b75ce5ed98f2234fd639ff693067f9536a2,bd82be936c21b65dee367d558e3050b9b6995713,0.000236003,0,0,1
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,bb462c2a7bf91f33da8f88e54613954c75d091db,8.738277e-05,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,efa563ceb9d0884df76f420d9ddb78afe8fdcc9a,0.000489926,0,1,0
CVE-2023-50723,3cb2454580508edacbe60dbd97af7aff0bce136a,bd82be936c21b65dee367d558e3050b9b6995713,2.3750288e-06,0,0,1
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,cb9b18c7348e417aac83d97b3b4ec4acf86164a2,0.19611351,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,9018335bd9bef49d8e54a98345ed390b82a837af,0.03458067,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,959a9657a35802c8af46a5946ff842071e44c963,5.6827816e-06,0,1,0
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,cb96a43ee9bfdb78ee25eea1225c8676f78225a8,3.986962e-05,0,1,0
CVE-2023-50723,4381e37c5cfd8ab40f088c1b3f65d4fd70af0d9d,bd82be936c21b65dee367d558e3050b9b6995713,1.929445e-05,0,0,1
CVE-2023-50723,8aa04a3b83f3a7ad5a0659090fbcc9123d08c7be,bd82be936c21b65dee367d558e3050b9b6995713,1.4091603e-06,0,0,1
CVE-2023-50723,b75ec28dec134fbb9582c90989f36cc116ff95f2,bd82be936c21b65dee367d558e3050b9b6995713,1.07707955e-07,0,0,1
CVE-2023-50723,4910112ebf5c3bc77c09b0007239772819260e89,bd82be936c21b65dee367d558e3050b9b6995713,2.0243421e-10,0,0,1
CVE-2023-50723,ec1fb218cad331963949f8da7ded579e73e5d98c,bd82be936c21b65dee367d558e3050b9b6995713,1.6414241e-10,0,0,1
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,5d0b81c322f9f7cccfd66d6f2121c96b14ea560c,0.004944984,0,1,0
CVE-2023-50723,5ae7a0e592638ab549e996956e5d5d5b3203b0d5,bd82be936c21b65dee367d558e3050b9b6995713,0.35473067,0,0,1
CVE-2023-50723,2da280b76d73d3d8cf9cce7b41d76a8ee8f8af21,bd82be936c21b65dee367d558e3050b9b6995713,9.463402e-09,0,0,1
CVE-2023-50723,613735bd676471093e1fd1349f2e55aeefd8f262,bd82be936c21b65dee367d558e3050b9b6995713,7.983406e-09,0,0,1
CVE-2023-50723,bd82be936c21b65dee367d558e3050b9b6995713,9b6919da06828fe37acde05459168921c654fd9f,1.6114387e-05,0,1,0
