cve,repo,commit
CVE-2012-2673,ivmai_bdwgc,6a93f8e5bcad22137f41b6c60a1c7384baaec2b3
CVE-2012-2673,ivmai_bdwgc,e10c1eb9908c2774c16b3148b30d2f3823d66a9a
CVE-2012-2673,ivmai_bdwgc,be9df82919960214ee4b9d3313523bff44fd99e1
CVE-2012-2675,ned14_nedmalloc,1a759756639ab7543b650a10c2d77a0ffc7a2000
CVE-2012-2675,ned14_nedmalloc,2965eca30c408c13473c4146a9d47d547d288db1
CVE-2012-2691,mantisbt_mantisbt,edc8142bb8ac0ac0df1a3824d78c15f4015d959e
CVE-2012-2691,mantisbt_mantisbt,175d973105fe9f03a37ced537b742611631067e0
CVE-2012-3361,openstack_nova,b0feaffdb2b1c51182b8dce41b367f3449af5dd9
CVE-2012-3361,openstack_nova,2427d4a99bed35baefd8f17ba422cb7aae8dcca7
CVE-2012-3426,openstack_keystone,ea03d05ed5de0c015042876100d37a6a14bf56de
CVE-2012-3426,openstack_keystone,628149b3dc6b58b91fd08e6ca8d91c728ccb8626
CVE-2012-3426,openstack_keystone,375838cfceb88cacc312ff6564e64eb18ee6a355
CVE-2012-3447,openstack_nova,ce4b2e27be45a85b310237615c47eb53f37bb5f3
CVE-2012-3447,openstack_nova,d9577ce9f266166a297488445b5b0c93c1ddb368
CVE-2012-3468,ushahidi_Ushahidi_Web,fdb48d1
CVE-2012-3468,ushahidi_Ushahidi_Web,d954093
CVE-2012-3468,ushahidi_Ushahidi_Web,4764792
CVE-2012-3469,ushahidi_Ushahidi_Web,68d9916
CVE-2012-3469,ushahidi_Ushahidi_Web,e0e2b66
CVE-2012-3469,ushahidi_Ushahidi_Web,6f6a919
CVE-2012-3469,ushahidi_Ushahidi_Web,a11d43c
CVE-2012-3473,ushahidi_Ushahidi_Web,f67f4ad
CVE-2012-3473,ushahidi_Ushahidi_Web,13ca6f4
CVE-2012-3475,ushahidi_Ushahidi_Web,fcdad03
CVE-2012-3475,ushahidi_Ushahidi_Web,7892559
CVE-2012-3537,crowbar_barclamp-deployer,5ea8d4ddaa4cb1ce834d36889f0fe7ac0d617bc8
CVE-2012-3537,crowbar_barclamp-deployer,b6454268a067fc77ff5de82057b5b53b3cc38b87
CVE-2012-3542,openstack_keystone,5438d3b5a219d7c8fa67e66e538d325a61617155
CVE-2012-3542,openstack_keystone,c13d0ba606f7b2bdc609a7f388334e5efec3f3aa
CVE-2012-3551,crowbar_barclamp-crowbar,a82ed926c6e3ba2b0cada213c35e4b00f34ea629
CVE-2012-3551,crowbar_barclamp-crowbar,90e905b7668a1cc884fb70040f96c7a0a287de48
CVE-2012-3830,milesj_decoda,666778f326dff3bd213be9f624f0fcb337c0b4c9
CVE-2012-3830,milesj_decoda,4068257bb4e1071d1d60577289d3da922c296c83
CVE-2012-3864,puppetlabs_puppet,c3c7462e4066bf3a563987a402bf3ddf278bcd87
CVE-2012-3864,puppetlabs_puppet,10f6cb8969b4d5a933b333ecb01ce3696b1d57d4
CVE-2012-3865,puppetlabs_puppet,554eefc55f57ed2b76e5ee04d8f194d36f6ee67f
CVE-2012-3865,puppetlabs_puppet,d80478208d79a3e6d6cb1fbc525e24817fe8c4c6
CVE-2012-4393,owncloud_core,38271ded753bc9ea9943cef3c2706f8d71f3a58f
CVE-2012-4393,owncloud_core,93579d88dcea389205c01ddf6da41f37ad9b8745
CVE-2012-4396,owncloud_core,44260a552cd4ee50ee11eee45164c725f56f7027
CVE-2012-4396,owncloud_core,e817504569dce49fd7a677fa510e500394af0c48
CVE-2012-4396,owncloud_core,f955f6a6857754826af8903475688ba54f72c1bb
CVE-2012-4396,owncloud_core,8f616ecf76aac4a8b554fbf5a90b1645d0f25438
CVE-2012-4396,owncloud_core,642e7ce110cb8c320072532c29abe003385d50f5
CVE-2012-4396,owncloud_core,d294373f476c795aaee7dc2444e7edfdea01a606
CVE-2012-4396,owncloud_core,8f09299e2468dfc4f9ec72b05acf47de3ef9d1d7
CVE-2012-4396,owncloud_core,f8337c9d723039760eecccf68bcb02752551e254
CVE-2012-4396,owncloud_core,cc653a8a408adfb4d0cd532145668aacd85ad96c
CVE-2012-4397,owncloud_core,00595351400523168e18a08e3ffa5c3b1e7c1f6e
CVE-2012-4397,owncloud_core,54a371700554ed21a5cb7db03126b6c95ae4cbd3
CVE-2012-5339,phpmyadmin_phpmyadmin,cfd688d2512df9827a8ecc0412fc264fc5bcb186
CVE-2012-5339,phpmyadmin_phpmyadmin,6ea8fad3f999bfdf79eb6fe31309592bca54d611
CVE-2012-5368,phpmyadmin_phpmyadmin,a547f3d3e2cf36c6a904fa3e053fd8bddd3fbbb0
CVE-2012-5368,phpmyadmin_phpmyadmin,50edafc0884aa15d0a1aa178089ac6a1ad2eb18a
CVE-2012-5571,openstack_keystone,37308dd4f3e33f7bd0f71d83fd51734d1870713b
CVE-2012-5571,openstack_keystone,8735009dc5b895db265a1cd573f39f4acfca2a19
CVE-2012-5571,openstack_keystone,9d68b40cb9ea818c48152e6c712ff41586ad9653
CVE-2012-5609,owncloud_core,4619c66
CVE-2012-5609,owncloud_core,e8a0cea
CVE-2012-5610,owncloud_core,4b86c43
CVE-2012-5610,owncloud_core,f599267
CVE-2012-5625,openstack_nova,a99a802e008eed18e39fc1d98170edc495cbd354
CVE-2012-5625,openstack_nova,9d2ea970422591f8cdc394001be9a2deca499a5f
CVE-2012-5665,owncloud_core,c4ecbad
CVE-2012-5665,owncloud_core,db7ca53
CVE-2012-6662,jquery_jquery-ui,f2854408cce7e4b7fc6bf8676761904af9c96bde
CVE-2012-6662,jquery_jquery-ui,5fee6fd5000072ff32f2d65b6451f39af9e0e39e
CVE-2013-0201,owncloud_core,b8e0309
CVE-2013-0201,owncloud_core,4e2b834
CVE-2013-2012,wting_autojump,c763b2afadb188ab52849c21d43d2e8fe5b8800a
CVE-2013-2012,wting_autojump,ad09ee27d402be797b3456abff6edeb4291edfec
CVE-2013-2145,audreyt_module-signature,cbd06b392a73c63159dc5c20ff5b3c8fc88c4896
CVE-2013-2145,audreyt_module-signature,575f7bd6ba4cc7c92f841e8758f88a131674ebf2
CVE-2013-2596,torvalds_linux,b4cbb197c7e7a68dbad0d491242e3ca67420c13e
CVE-2013-2596,torvalds_linux,fc9bbca8f650e5f738af8806317c0a041a48ae4a
CVE-2013-4470,torvalds_linux,c547dbf55d5f8cf615ccc0e7265e98db27d3fb8b
CVE-2013-4470,torvalds_linux,e93b7d748be887cd7639b113ba7d7ef792a7efb9
CVE-2013-4592,torvalds_linux,e40f193f5bb022e927a57a4f5d5194e4f12ddb74
CVE-2013-4592,torvalds_linux,12d6e7538e2d418c08f082b1b44ffa5fb7270ed8
CVE-2013-5029,phpmyadmin_phpmyadmin,240b8332db53dedc27baeec5306dabad3bdece3b
CVE-2013-5029,phpmyadmin_phpmyadmin,24d0eb55203b029f250c77d63f2900ffbe099e8b
CVE-2013-5029,phpmyadmin_phpmyadmin,66fe475d4f51b1761719cb0cab360748800373f7
CVE-2013-5029,phpmyadmin_phpmyadmin,da4042fb6c4365dc8187765c3bf525043687c66f
CVE-2013-7225,fatfreecrm_fat_free_crm,d4b2de81a4d8c1b201482edcb2488ed9280a65fd
CVE-2013-7225,fatfreecrm_fat_free_crm,078035f1ef73ed85285ac9d128c3c5f670cef066
CVE-2014-1471,OTRS_otrs,2997b36a7c84e933c4b025930cabe93efc4d261d
CVE-2014-1471,OTRS_otrs,c4ec9205bde9c49770ddad94c1a980c006164949
CVE-2014-1471,OTRS_otrs,0680603a07b8dc37c2ddca6ff14e0236babefc82
CVE-2014-1694,OTRS_otrs,6f324aaf8647729d509eebf063a0181f9f9196f7
CVE-2014-1694,OTRS_otrs,ca2c3390fd60d9a3f810ed2c22cbc2c193457b77
CVE-2014-1694,OTRS_otrs,92f417277f43832f1a0462f2485fe1fd3fd52312
CVE-2014-2236,ASKBOT_askbot-devel,876e3662ff6b78cc6241338c15e3a0cb49edf4e2
CVE-2014-2236,ASKBOT_askbot-devel,a676a86b6b7a5737d4da4f59f71e037406f88d29
CVE-2014-3119,web2project_web2project,eead99b36f62a8222d9f3a913f1a2268200687ef
CVE-2014-3119,web2project_web2project,ab5ba92a6aaf0435cd0b2132cf7f9b7b41575a28
CVE-2014-3538,file_file,4a284c89d6ef11aca34da65da7d673050a5ea320
CVE-2014-3538,file_file,758e066df72fb1ac08d2eea91ddc3973d259e991
CVE-2014-3538,file_file,69a5a43b3b71f53b0577f41264a073f495799610
CVE-2014-3538,file_file,74cafd7de9ec99a14f4480927580e501c8f852c3
CVE-2014-3538,file_file,71a8b6c0d758acb0f73e2e51421a711b5e9d6668
CVE-2014-3647,torvalds_linux,d1442d85cc30ea75f7d399474ca738e0bc96f715
CVE-2014-3647,torvalds_linux,234f3ce485d54017f15cf5e0699cff4100121601
CVE-2014-3773,nilsteampassnet_TeamPass,8820c8934d9ba0508ac345e73ad0be29049ec6de
CVE-2014-3773,nilsteampassnet_TeamPass,7715512f2bd5659cc69e063a1c513c19e384340f
CVE-2014-3774,nilsteampassnet_TeamPass,8820c8934d9ba0508ac345e73ad0be29049ec6de
CVE-2014-3774,nilsteampassnet_TeamPass,fd549b245c0f639a8d47bf4f74f92c37c053706f
CVE-2014-3994,djblets_djblets,50000d0bbb983fa8c097b588d06b64df8df483bd
CVE-2014-3994,djblets_djblets,77a68c03cd619a0996f3f37337b8c39ca6643d6e
CVE-2014-3994,djblets_djblets,e2c79117efd925636acd871a5f473512602243cf
CVE-2014-3995,djblets_djblets,50000d0bbb983fa8c097b588d06b64df8df483bd
CVE-2014-3995,djblets_djblets,77ac64642ad530bf69e390c51fc6fdcb8914c8e7
CVE-2014-3995,djblets_djblets,e2c79117efd925636acd871a5f473512602243cf
CVE-2014-4348,phpmyadmin_phpmyadmin,cb7c703c03f656debcea2a16468bd53660fc888e
CVE-2014-4348,phpmyadmin_phpmyadmin,d18a2dd9faad7e0e96df799b59e16ef587afb838
CVE-2014-4349,phpmyadmin_phpmyadmin,daa98d0c7ed24b529dc5df0d5905873acd0b00be
CVE-2014-4349,phpmyadmin_phpmyadmin,d4f754c937f9e2c0beadff5b2e38215dde1d6a79
CVE-2014-4501,sgminer-dev_sgminer,78cc408369bdbbd440196c93574098d1482efbce
CVE-2014-4501,sgminer-dev_sgminer,b65574bef233474e915fdf18614aa211e31cc6c2
CVE-2014-4656,torvalds_linux,883a1d49f0d77d30012f114b2e19fc141beb3e8e
CVE-2014-4656,torvalds_linux,ac902c112d90a89e59916f751c2745f4dbdbb4bd
CVE-2014-4908,lingej_pnp4nagios,cb925073edeeb97eb4ce61a86cdafccc9b87f9bb
CVE-2014-4908,lingej_pnp4nagios,e4a19768a5c5e5b1276caf3dd5bb721a540ec014
CVE-2014-5273,phpmyadmin_phpmyadmin,647c9d12e33a6b64e1c3ff7487f72696bdf2dccb
CVE-2014-5273,phpmyadmin_phpmyadmin,90ddeecf60fc029608b972e490b735f3a65ed0cb
CVE-2014-5273,phpmyadmin_phpmyadmin,3ffc967fb60cf2910cc2f571017e977558c67821
CVE-2014-5273,phpmyadmin_phpmyadmin,cd9f302bf7f91a160fe7080f9a612019ef847f1c
CVE-2014-5273,phpmyadmin_phpmyadmin,2c45d7caa614afd71dbe3d0f7270f51ce5569614
CVE-2014-6055,LibVNC_libvncserver,06ccdf016154fde8eccb5355613ba04c59127b2e
CVE-2014-6055,LibVNC_libvncserver,f528072216dec01cee7ca35d94e171a3b909e677
CVE-2014-6262,oetiker_rrdtool-1.x,64ed5314af1255ab6dded45f70b39cdeab5ae2ec
CVE-2014-6262,oetiker_rrdtool-1.x,85261a013112e278c90224033f5b0592ee387786
CVE-2014-8116,file_file,d7cdad007c507e6c79f51f058dd77fab70ceb9f6
CVE-2014-8116,file_file,b4c01141e5367f247b84dcaf6aefbb4e741842b8
CVE-2014-8958,phpmyadmin_phpmyadmin,2ffdbf2d7daa0b92541d8b754e2afac555d3ed21
CVE-2014-8958,phpmyadmin_phpmyadmin,2a3b7393d1d5a8ba0543699df94a08a0f5728fe0
CVE-2014-8958,phpmyadmin_phpmyadmin,1bc04ec95038f2356ad33752090001bf1c047208
CVE-2014-8958,phpmyadmin_phpmyadmin,d32da348c4de2379482a48661ce968a55eebe5c4
CVE-2014-8990,axkibe_lsyncd,e6016b3748370878778b8f0b568d5281cc248aa4
CVE-2014-8990,axkibe_lsyncd,18f02ad013b41a72753912155ae2ba72f2a53e52
CVE-2014-9273,libguestfs_hivex,4bbdf555f88baeae0fa804a369a81a83908bd705
CVE-2014-9273,libguestfs_hivex,357f26fa64fd1d9ccac2331fe174a8ee9c607adb
CVE-2014-9701,mantisbt_mantisbt,e7e2b5503580e42db9d91e0d599d61d3ff03c27e
CVE-2014-9701,mantisbt_mantisbt,d95f070db852614fa18ccca6a4f12f4bffede1fd
CVE-2014-9905,inverse-inc_sogo,c94595ea7f0f843c2d7abf25df039b2bbe707625
CVE-2014-9905,inverse-inc_sogo,80a09407652ec04e8c9fb6cb48e1029e69a15765
CVE-2014-9905,inverse-inc_sogo,3a5e44e7eb8b390b67a8f8a83030b49606956501
CVE-2014-9905,inverse-inc_sogo,1a7fc2a0e90a19dfb1fce292ae5ff53aa513ade9
CVE-2014-9907,ImageMagick_ImageMagick,d7325bac173492b358417a0ad49fabad44447d52
CVE-2014-9907,ImageMagick_ImageMagick,504ada82b6fa38a30c846c1c29116af7290decb2
CVE-2014-9907,ImageMagick_ImageMagick,21eae25a8db5fdcd112dbcfcd9e5c37e32d32e2f
CVE-2015-1583,atutor_ATutor,0ee827317e497f1db86ddc5080b8af461e4595ce
CVE-2015-1583,atutor_ATutor,068b8aa37f24645c62235018fb8da340f60e2d18
CVE-2015-1583,atutor_ATutor,af519cfb56da7312eecbb5812484fcbce08e4419
CVE-2015-1839,saltstack_salt,b49d0d4b5ca5c6f31f03e2caf97cef1088eeed81
CVE-2015-1839,saltstack_salt,22d2f7a1ec93300c34e8c42d14ec39d51e610b5c
CVE-2015-1869,abrt_abrt,3287aa12eb205cff95cdd00d6d6c5c9a4f8f0eca
CVE-2015-1869,abrt_abrt,7417505e1d93cc95ec648b74e3c801bc67aacb9f
CVE-2015-1870,abrt_abrt,8939398b82006ba1fec4ed491339fc075f43fc7c
CVE-2015-1870,abrt_abrt,7d023c32a565e83306cddf34c894477b7aaf33d1
CVE-2015-20110,jhipster_generator-jhipster,7c49ab3d45dc4921b831a2ca55fb1e2a2db1ee25
CVE-2015-20110,jhipster_generator-jhipster,79fe5626cb1bb80f9ac86cf46980748e65d2bdbc
CVE-2015-3150,abrt_abrt,b7f8bd20b7fb5b72f003ae3fa647c1d75f4218b7
CVE-2015-3150,abrt_abrt,7814554e0827ece778ca88fd90832bd4d05520b1
CVE-2015-3150,abrt_abrt,6e811d78e2719988ae291181f5b133af32ce62d8
CVE-2015-3151,abrt_abrt,7a47f57975be0d285a2f20758e4572dca6d9cdd3
CVE-2015-3151,abrt_abrt,c796c76341ee846cfb897ed645bac211d7d0a932
CVE-2015-3151,abrt_abrt,f3c2a6af3455b2882e28570e8a04f1c2d4500d5b
CVE-2015-3159,abrt_abrt,9943a77bca37a0829ccd3784d1dfab37f8c24e7b
CVE-2015-3159,abrt_abrt,9a4100678fea4d60ec93d35f4c5de2e9ad054f3a
CVE-2015-3215,YanVugenfirer_kvm-guest-drivers-windows,fbfa4d1083ea84c5429992ca3e996d7d4fbc8238
CVE-2015-3215,YanVugenfirer_kvm-guest-drivers-windows,723416fa4210b7464b28eab89cc76252e6193ac1
CVE-2015-3315,abrt_abrt,d6e2f6f128cef4c21cb80941ae674c9842681aa7
CVE-2015-3315,abrt_abrt,80408e9e24a1c10f85fd969e1853e0f192157f92
CVE-2015-3315,abrt_abrt,4f2c1ddd3e3b81d2d5146b883115371f1cada9f9
CVE-2015-3315,abrt_abrt,17cb66b13997b0159b4253b3f5722db79f476d68
CVE-2015-4054,pgbouncer_pgbouncer,edab5be6665b9e8de66c25ba527509b229468573
CVE-2015-4054,pgbouncer_pgbouncer,74d6e5f7de5ec736f71204b7b422af7380c19ac5
CVE-2015-4411,mongodb_bson-ruby,976da329ff03ecdfca3030eb6efe3c85e6db9999
CVE-2015-4411,mongodb_bson-ruby,fef6f75413511d653c76bf924a932374a183a24f
CVE-2015-4707,ipython_ipython,c2078a53543ed502efd968649fee1125e0eb549c
CVE-2015-4707,ipython_ipython,7222bd53ad089a65fd610fab4626f9d0ab47dfce
CVE-2015-5059,mantisbt_mantisbt,f39cf5251953b468e9d921e1cf2aca3abdb00772
CVE-2015-5059,mantisbt_mantisbt,a4be76d6e5c4939545d84712c79d3f8f4a108c4f
CVE-2015-5218,kerolasa_util-linux,70e3fcf293c1827a2655a86584ab13075124a8a8
CVE-2015-5218,kerolasa_util-linux,d883d64d96ab9bef510745d064a351145b9babec
CVE-2015-5232,01org_opa-fm,c5759e7b76f5bf844be6c6641cc1b356bbc83869
CVE-2015-5232,01org_opa-fm,5f4087aabb5d03c42738b320af0fc60e9df4d1f7
CVE-2015-5382,roundcube_roundcubemail,e84fafcec22e7b460db03248dc23ed6b053b15c9
CVE-2015-5382,roundcube_roundcubemail,6ccd4c54bcc4cb77365defabe8bbe7d10b2620d4
CVE-2015-5607,ipython_ipython,a05fe052a18810e92d9be8c1185952c13fe4e5b0
CVE-2015-5607,ipython_ipython,1415a9710407e7c14900531813c15ba6165f0816
CVE-2015-5707,torvalds_linux,fdc81f45e9f57858da6351836507fbcf1b7583ee
CVE-2015-5707,torvalds_linux,451a2886b6bf90e2fb378f7c46c655450fb96e81
CVE-2015-6240,ansible_ansible,ca2f2c4ebd7b5e097eab0a710f79c1f63badf95b
CVE-2015-6240,ansible_ansible,952166f48eb0f5797b75b160fd156bbe1e8fc647
CVE-2015-7326,miltonio_milton2,b5851c1
CVE-2015-7326,miltonio_milton2,b41072b
CVE-2015-7326,miltonio_milton2,5f81b0c48a817d4337d8b0e99ea0b4744ecd720b
CVE-2015-8012,vincentbernat_lldpd,9221b5c249f9e4843f77c7f888d5705348d179c0
CVE-2015-8012,vincentbernat_lldpd,793526f8884455f43daecd0a2c46772388417a00
CVE-2015-8957,ImageMagick_ImageMagick,bd96074b254c6607a0f7731e59f923ad19d5a46d
CVE-2015-8957,ImageMagick_ImageMagick,78f82d9d1c2944725a279acd573a22168dc6e22a
CVE-2015-8957,ImageMagick_ImageMagick,450bd716ed3b9186dd10f9e60f630a3d9eeea2a4
CVE-2015-8958,ImageMagick_ImageMagick,b8f17d08b7418204bf8a05a5c24e87b2fc395b75
CVE-2015-8958,ImageMagick_ImageMagick,8ea44b48a182dd46d018f4b4f09a5e2ee9638105
CVE-2015-8958,ImageMagick_ImageMagick,6b4aff0f117b978502ee5bcd6e753c17aec5a961
CVE-2015-8958,ImageMagick_ImageMagick,1aa0c6dab6dcef4d9bc3571866ae1c1ddbec7d8f
CVE-2015-8959,ImageMagick_ImageMagick,9b428b7af688fe319320aed15f2b94281d1e37b4
CVE-2015-8959,ImageMagick_ImageMagick,3ab016764c7f787829d9065440d86f5609765110
CVE-2015-8959,ImageMagick_ImageMagick,cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7
CVE-2016-0721,ClusterLabs_pcs,e9b28833d54a47ec441f6dbad0db96e1fc662a5b
CVE-2016-0721,ClusterLabs_pcs,bc6ad9086857559db57f4e3e6de66762291c0774
CVE-2016-0721,ClusterLabs_pcs,acdbbe8307e6f4a36b2c7754765e732e43fe8d17
CVE-2016-1000003,fedora-infra_mirrormanager2,eb9b542bc818071b9eee41c3583b7e6e172b3a53
CVE-2016-1000003,fedora-infra_mirrormanager2,2e227f6023477cbdbefd577f15d0846aa40c8775
CVE-2016-1000232,salesforce_tough-cookie,e4fc2e0f9ee1b7a818d68f0ac7ea696f377b1534
CVE-2016-1000232,salesforce_tough-cookie,615627206357d997d5e6ff9da158997de05235ae
CVE-2016-10027,igniterealtime_Smack,a9d5cd4a611f47123f9561bc5a81a4555fe7cb04
CVE-2016-10027,igniterealtime_Smack,059ee99ba0d5ff7758829acf5a9aeede09ec820b
CVE-2016-10049,ImageMagick_ImageMagick,3e9165285eda6e1bb71172031d3048b51bb443a4
CVE-2016-10049,ImageMagick_ImageMagick,13db820f5e24cd993ee554e99377fea02a904e18
CVE-2016-10050,ImageMagick_ImageMagick,73fb0aac5b958521e1511e179ecc0ad49f70ebaf
CVE-2016-10050,ImageMagick_ImageMagick,139d4323c40d7363bfdd2382c3821a6f76d69430
CVE-2016-10051,ImageMagick_ImageMagick,ecc03a2518c2b7dd375fde3a040fdae0bdf6a521
CVE-2016-10051,ImageMagick_ImageMagick,548701354191a3dda5cffc6d415374b35b01d0b9
CVE-2016-10052,ImageMagick_ImageMagick,9e187b73a8a1290bb0e1a1c878f8be1917aa8742
CVE-2016-10052,ImageMagick_ImageMagick,13267a10845a8dadabed63072b537f050cec6daa
CVE-2016-10053,ImageMagick_ImageMagick,f983dcdf9c178e0cbc49608a78713c5669aa1bb5
CVE-2016-10053,ImageMagick_ImageMagick,728dc6a600cf4cbdac846964c85cc04339db8ac1
CVE-2016-10054,ImageMagick_ImageMagick,10b3823a7619ed22d42764733eb052c4159bc8c1
CVE-2016-10054,ImageMagick_ImageMagick,eedd0c35bb2d8af7aa05f215689fdebd11633fa1
CVE-2016-10055,ImageMagick_ImageMagick,10b3823a7619ed22d42764733eb052c4159bc8c1
CVE-2016-10055,ImageMagick_ImageMagick,eedd0c35bb2d8af7aa05f215689fdebd11633fa1
CVE-2016-10056,ImageMagick_ImageMagick,10b3823a7619ed22d42764733eb052c4159bc8c1
CVE-2016-10056,ImageMagick_ImageMagick,eedd0c35bb2d8af7aa05f215689fdebd11633fa1
CVE-2016-10057,ImageMagick_ImageMagick,10b3823a7619ed22d42764733eb052c4159bc8c1
CVE-2016-10057,ImageMagick_ImageMagick,eedd0c35bb2d8af7aa05f215689fdebd11633fa1
CVE-2016-10058,ImageMagick_ImageMagick,4ec444f4eab88cf4bec664fafcf9cab50bc5ff6a
