cve,repo,commit
CVE-2013-0894,FFmpeg_FFmpeg,2c16bf2de07c68513072bf3cc96401d2c6291a3e
CVE-2013-1428,gsliepen_tinc,17a33dfd95b1a29e90db76414eb9622df9632320
CVE-2013-1773,torvalds_linux,0720a06a7518c9d0c0125bd5d1f3b6264c55c3dd
CVE-2013-1819,torvalds_linux,eb178619f930fa2ba2348de332a1ff1c66a31424
CVE-2013-1944,bagder_curl,2eb8dcf26cb37f09cffe26909a646e702dbcab66
CVE-2013-1957,torvalds_linux,132c94e31b8bca8ea921f9f96a57d684fa4ae0a9
CVE-2013-2017,torvalds_linux,6ec82562ffc6f297d0de36d65776cff8e5704867
CVE-2013-2277,FFmpeg_FFmpeg,bdeb61ccc67911cfc5e20c7cfb1312d0501ca90a
CVE-2013-2496,FFmpeg_FFmpeg,e398990eb87785e20e065cd3f14d1dbb69df4392
CVE-2013-2930,torvalds_linux,12ae030d54ef250706da5642fc7697cc60ad0df7
CVE-2013-3076,torvalds_linux,72a763d805a48ac8c0bf48fdb510e84c12de51fe
CVE-2013-3223,torvalds_linux,ef3313e84acbf349caecae942ab3ab731471f1a1
CVE-2013-3227,torvalds_linux,2d6fbfe733f35c6b355c216644e08e149c61b271
CVE-2013-3233,torvalds_linux,d26d6504f23e803824e8ebd14e52d4fc0a0b09cb
CVE-2013-3234,torvalds_linux,4a184233f21645cf0b719366210ed445d1024d72
CVE-2013-3301,torvalds_linux,6a76f8c0ab19f215af2a3442870eeb5f0e81998d
CVE-2013-4125,torvalds_linux,307f2fb95e9b96b3577916e73d92e104f8f26494
CVE-2013-4127,torvalds_linux,dd7633ecd553a5e304d349aa6f8eb8a0417098c5
CVE-2013-4129,torvalds_linux,c7e8e8a8f7a70b343ca1e0f90a31e35ab2d16de1
CVE-2013-4150,qemu_qemu,eea750a5623ddac7a61982eec8f1c93481857578
CVE-2013-4163,torvalds_linux,75a493e60ac4bbe2e977e7129d6d8cbb0dd236be
CVE-2013-4205,torvalds_linux,6160968cee8b90a5dd95318d716e31d7775c4ef3
CVE-2013-4248,php_php-src,2874696a5a8d46639d261571f915c493cd875897
CVE-2013-4270,torvalds_linux,2433c8f094a008895e66f25bd1773cdb01c91d01
CVE-2013-4299,torvalds_linux,e9c6a182649f4259db704ae15a91ac820e63b0ca
CVE-2013-4531,qemu_qemu,d2ef4b61fe6d33d2a5dcf100a9b9440de341ad62
CVE-2013-4535,qemu_qemu,36cf2a37132c7f01fa9adb5f95f5312b27742fd4
CVE-2013-4540,qemu_qemu,52f91c3723932f8340fe36c8ec8b18a757c37b2b
CVE-2013-7020,FFmpeg_FFmpeg,b05cd1ea7e45a836f7f6071a716c38bb30326e0f
CVE-2013-7026,torvalds_linux,a399b29dfbaaaf91162b2dc5a5875dd51bbfa2a1
CVE-2013-7267,torvalds_linux,f3d3342602f8bcbf37d7c46641cb9bca7618eb1c
CVE-2013-7339,torvalds_linux,c2349758acf1874e4c2b93fe41d072336f1a31d0
CVE-2013-7348,torvalds_linux,d558023207e008a4476a3b7bb8706b2a2bf5d84f
CVE-2013-7459,dlitz_pycrypto,8dbe0dc3eea5c689d4f76b37b93fe216cf1f00d4
CVE-2014-0063,postgres_postgres,4318daecc959886d001a6e79c6ea853e8b1dfb4b
CVE-2014-0101,torvalds_linux,ec0223ec48a90cb605244b45f7c62de856403729
CVE-2014-0182,qemu_qemu,a890a2f9137ac3cf5b607649e66a6f3a5512d8dc
CVE-2014-0206,torvalds_linux,edfbbf388f293d70bf4b7c0bc38774d05e6f711a
CVE-2014-0214,moodle_moodle,679e323aaab2a968b8e87862e1658814645db525
CVE-2014-2038,torvalds_linux,263b4509ec4d47e0da3e753f85a39ea12d1eff24
CVE-2014-2064,jenkinsci_jenkins,fbf96734470caba9364f04e0b77b0bae7293a1ec
CVE-2014-2067,jenkinsci_jenkins,5d57c855f3147bfc5e7fda9252317b428a700014
CVE-2014-2270,file_file,447558595a3650db2886cd2f416ad0beba965801
CVE-2014-2669,postgres_postgres,31400a673325147e1205326008e32135a78b4d8a
CVE-2014-2672,torvalds_linux,21f8aaee0c62708654988ce092838aa7df4d25d8
CVE-2014-2739,torvalds_linux,b2853fd6c2d0f383dbdf7427e263eb576a633867
CVE-2014-2889,torvalds_linux,a03ffcf873fe0f2565386ca8ef832144c42e67fa
CVE-2014-3547,moodle_moodle,ea76b652fc4f3600403a61e54f198cc8570a4234
CVE-2014-3617,moodle_moodle,8f2e80600bf0fc220b92706907fb3d683602e5c2
CVE-2014-3688,torvalds_linux,26b87c7881006311828bb0ab271a551a62dcceb4
CVE-2014-3690,torvalds_linux,d974baa398f34393db76be45f7d4d04fbdbb4a0a
CVE-2014-4343,krb5_krb5,f18ddf5d82de0ab7591a36e465bc24225776940f
CVE-2014-4652,torvalds_linux,07f4d9d74a04aa7c72c5dae0ef97565f28f17b92
CVE-2014-4653,torvalds_linux,fd9f26e4eca5d08a27d12c0933fceef76ed9663d
CVE-2014-4943,torvalds_linux,3cf521f7dc87c031617fd47e4b7aa2593c2f3daf
CVE-2014-4987,phpmyadmin_phpmyadmin,395265e9937beb21134626c01a21f44b28e712e5
CVE-2014-5045,torvalds_linux,295dc39d941dc2ae53d5c170365af4c9d5c16212
CVE-2014-5164,wireshark_wireshark,ba6eb5c72ffe82ca0e51c7083240975a5b118ad2
CVE-2014-5165,wireshark_wireshark,17a552666b50896a9b9dde8ee6a1052e7f9a622e
CVE-2014-5207,torvalds_linux,9566d6742852c527bf5af38af5cbb878dad75705
CVE-2014-5353,krb5_krb5,d1f707024f1d0af6e54a18885322d70fa15ec4d3
CVE-2014-6395,Ettercap_ettercap,e3abe7d7585ecc420a7cab73313216613aadad5a
CVE-2014-6427,wireshark_wireshark,73959159dbf34b4a0b50fbd19e05cb1b470be9b0
CVE-2014-7284,torvalds_linux,3d4405226d27b3a215e4d03cfa51f536244e5de7
CVE-2014-7825,torvalds_linux,086ba77a6db00ed858ff07451bedee197df868c9
CVE-2014-7826,torvalds_linux,086ba77a6db00ed858ff07451bedee197df868c9
CVE-2014-8369,torvalds_linux,3d32e4dbe71374a6780eaf51d719d76f9a9bf22f
CVE-2014-8546,FFmpeg_FFmpeg,e7e5114c506957f40aafd794e06de1a7e341e9d5
CVE-2014-8961,phpmyadmin_phpmyadmin,b99b6b6672ff2419f05b05740c80c7a23c1da994
CVE-2014-9090,torvalds_linux,6f442be2fb22be02cafa606f1769fa1e6f894441
CVE-2014-9419,torvalds_linux,f647d7c155f069c1a068030255c300663516420e
CVE-2014-9428,torvalds_linux,5b6698b0e4a37053de35cc24ee695b98a7eb712b
CVE-2014-9653,file_file,445c8fb0ebff85195be94cd9f7e1df89cade5c7f
CVE-2014-9710,torvalds_linux,5f5bc6b1e2d5a6f827bc860ef2dc5b6f365d1339
CVE-2014-9756,erikd_libsndfile,725c7dbb95bfaf8b4bb7b04820e3a00cceea9ce6
CVE-2014-9895,torvalds_linux,c88e739b1fad662240e99ecbd0bdaac871717987
CVE-2015-0208,openssl_openssl,09f06923e636019c39c807cb59c481375e720556
CVE-2015-0213,moodle_moodle,c84888c1ccb25450cbf54e21b1127776aaa3f367
CVE-2015-0239,torvalds_linux,f3747379accba8e95d70cec0eae0582c8c182050
CVE-2015-0564,wireshark_wireshark,d3581aecda62d2a51ea7088fd46975415b03ec57
CVE-2015-0823,khaledhosny_ots,003c62d28ae438aa8943cb31535563397f838a2c
CVE-2015-1334,lxc_lxc,5c3fcae78b63ac9dd56e36075903921bd9461f9e
CVE-2015-1351,php_php-src,777c39f4042327eac4b63c7ee87dc1c7a09a3115
CVE-2015-1573,torvalds_linux,a2f18db0c68fec96631c10cad9384c196e9008ac
CVE-2015-1593,torvalds_linux,4e7c22d447bb6d7e37bfe39ff658486ae78e8d77
CVE-2015-2042,torvalds_linux,db27ebb111e9f69efece08e4cb6a34ff980f8896
CVE-2015-3185,apache_httpd,db81019ab88734ed35fa70294a0cfa7a19743f73
CVE-2015-3212,torvalds_linux,2d45a02d0166caf2627fe91897c6ffc3b19514c4
CVE-2015-3288,torvalds_linux,6b7339f4c31ad69c8e9c0b2859276e22cf72176d
CVE-2015-3339,torvalds_linux,8b01fc86b9f425899f8a3a8fc1c47d73c2c20543
CVE-2015-3811,wireshark_wireshark,a6fc6aa0b4efc1a1c3d7a2e3b5189e888fb6ccc2
CVE-2015-3815,wireshark_wireshark,b3b1f7c3aa2233a147294bad833b748d38fba84d
CVE-2015-4001,torvalds_linux,b1bb5b49373b61bf9d2c73a4d30058ba6f069e4c
CVE-2015-4167,torvalds_linux,23b133bdc452aa441fcb9b82cbf6dd05cfd342d0
CVE-2015-4177,torvalds_linux,cd4a40174b71acd021877341684d8bb1dc8ea4ae
CVE-2015-4602,php_php-src,fb83c76deec58f1fab17c350f04c9f042e5977d1
CVE-2015-4645,plougher_squashfs-tools,f95864afe8833fe3ad782d714b41378e860977b1
CVE-2015-5283,torvalds_linux,8e2d61e0aed2b7c4ecb35844fe07e0b2b762dee4
CVE-2015-5706,torvalds_linux,f15133df088ecadd141ea1907f2c96df67c729f0
CVE-2015-6761,FFmpeg_FFmpeg,dabea74d0e82ea80cd344f630497cafcb3ef872c
CVE-2015-6937,torvalds_linux,74e98eb085889b0d2d4908f59f6e00026063014f
CVE-2015-7515,torvalds_linux,8e20cf2bce122ce9262d6034ee5d5b76fbb92f96
CVE-2015-7519,phusion_passenger,ddb8ecc4ebf260e4967f57f271d4f5761abeac3e
CVE-2015-7551,ruby_ruby,339e11a7f178312d937b7c95dd3115ce7236597a
CVE-2015-7837,mjg59_linux,4b2b64d5a6ebc84214755ebccd599baef7c1b798
CVE-2015-7885,torvalds_linux,4b6184336ebb5c8dc1eae7f7ab46ee608a748b05
CVE-2015-8011,vincentbernat_lldpd,dd4f16e7e816f2165fba76e3d162cd8d2978dcb2
CVE-2015-8104,torvalds_linux,cbdb967af3d54993f5814f1cee0ed311a055377d
CVE-2015-8215,torvalds_linux,77751427a1ff25b27d47a4c36b12c3c8667855ac
CVE-2015-8363,FFmpeg_FFmpeg,44a7f17d0b20e6f8d836b2957e3e357b639f19a2
CVE-2015-8629,krb5_krb5,df17a1224a3406f57477bcd372c61e04c0e5a5bb
CVE-2015-8712,wireshark_wireshark,2ae329a47b7f0ac94089c23e79c6b8bc18ba80ea
CVE-2015-8723,wireshark_wireshark,40b283181c63cb28bc6f58d80315eccca6650da0
CVE-2015-8767,torvalds_linux,635682a14427d241bab7bbdeebb48a7d7b91638e
CVE-2015-8816,torvalds_linux,e50293ef9775c5f1cf3fcc093037dd6a8c5684ea
CVE-2015-8817,qemu_qemu,23820dbfc79d1c9dce090b4c555994f2bb6a69b3
CVE-2015-8852,varnish_Varnish-Cache,85e8468bec9416bd7e16b0d80cb820ecd2b330c3
CVE-2015-8873,php_php-src,4d2278143a08b7522de9471d0f014d7357c28fea
CVE-2015-8877,libgd_libgd,4751b606fa38edc456d627140898a7ec679fcc24
CVE-2015-8966,torvalds_linux,76cc404bfdc0d419c720de4daaf2584542734f42
CVE-2015-9016,torvalds_linux,0048b4837affd153897ed1222283492070027aa9
CVE-2016-0546,mysql_mysql-server,0dbd5a8797ed4bd18e8b883988fb62177eb0f73f
CVE-2016-0701,openssl_openssl,b128abc3437600c3143cb2145185ab87ba3156a2
CVE-2016-1000004,facebook_hhvm,8e7266fef1f329b805b37f32c9ad0090215ab269
CVE-2016-10030,SchedMD_slurm,92362a92fffe60187df61f99ab11c249d44120ee
CVE-2016-10158,php_php-src,1cda0d7c2ffb62d8331c64e703131d9cabdc03ea
CVE-2016-10160,php_php-src,b28b8b2fee6dfa6fcd13305c581bb835689ac3be
CVE-2016-10161,php_php-src,16b3003ffc6393e250f069aa28a78dc5a2c064b2
CVE-2016-10162,php_php-src,8d2539fa0faf3f63e1d1e7635347c5b9e777d47b
CVE-2016-10189,bitlbee_bitlbee,701ab8129ba9ea64f569daedca9a8603abad740f
CVE-2016-10250,mdadams_jasper,bdfe95a6e81ffb4b2fad31a76b57943695beed20
CVE-2016-10251,mdadams_jasper,1f0dfe5a42911b6880a1445f13f6d615ddb55387
CVE-2016-10271,vadz_libtiff,9657bbe3cdce4aaa90e07d50c1c70ae52da0ba6a
CVE-2016-1541,libarchive_libarchive,d0331e8e5b05b475f20b1f3101fe1ad772d7e7e7
CVE-2016-2044,phpmyadmin_phpmyadmin,c57d3cc7b97b5f32801032f7bb222297aa97dfea
CVE-2016-2106,openssl_openssl,3f3582139fbb259a1c3cbb0a25236500a409bf26
CVE-2016-2107,openssl_openssl,70428eada9bc4cf31424d723d1f992baffeb0dfb
CVE-2016-2151,moodle_moodle,8e24a54e526c149469bd77c910876c4489e87841
CVE-2016-2180,openssl_openssl,0ed26acce328ec16a3aa635f1ca37365e8c7403a
CVE-2016-2184,torvalds_linux,0f886ca12765d20124bd06291c82951fd49a33be
CVE-2016-2186,torvalds_linux,9c6ba456711687b794dcf285856fc14e2c76074f
CVE-2016-2187,torvalds_linux,162f98dea487206d9ab79fc12ed64700667a894d
CVE-2016-2329,FFmpeg_FFmpeg,89f464e9c229006e16f6bb5403c5529fdd0a9edd
CVE-2016-2330,FFmpeg_FFmpeg,03d83ba34b2070878909eae18dfac0f519503777
CVE-2016-2546,torvalds_linux,af368027a49a751d6ff4ee9e3f9961f35bb4fede
CVE-2016-2842,openssl_openssl,9cb177301fdab492e4cfef376b28339afe3ef663
CVE-2016-2858,qemu_qemu,60253ed1e6ec6d8e5ef2efe7bf755f475dce9956
CVE-2016-3119,krb5_krb5,08c642c09c38a9c6454ab43a9b53b2a89b9eef99
CVE-2016-3135,torvalds_linux,d157bd761585605b7882935ffb86286919f62ea1
CVE-2016-3136,torvalds_linux,4e9a0b05257f29cf4b75f3209243ed71614d062e
CVE-2016-3137,torvalds_linux,c55aee1bf0e6b6feec8b2927b43f7a09a6d5f754
CVE-2016-3156,torvalds_linux,fbd40ea0180a2d328c5adc61414dc8bab9335ce2
CVE-2016-3734,moodle_moodle,e90e0ea5700ee9b016034b74ed7f41787109d1a2
CVE-2016-4006,wireshark_wireshark,8dc9551e1d56290e6f7f02cc38b77e1d211fd4a5
CVE-2016-4080,wireshark_wireshark,ad097385c05c370440fb810e67f811398efc0ea0
CVE-2016-4081,wireshark_wireshark,42f299be6abb302f32cec78b1c0812364c9f9285
CVE-2016-4300,libarchive_libarchive,e79ef306afe332faf22e9b442a2c6b59cb175573
CVE-2016-4303,esnet_iperf,91f2fa59e8ed80dfbf400add0164ee0e508e412a
CVE-2016-4580,torvalds_linux,79e48650320e6fba48369fccf13fd045315b19b8
CVE-2016-4913,torvalds_linux,99d825822eade8d827a1817357cbf3f889a552d6
CVE-2016-4951,torvalds_linux,45e093ae2830cd1264677d47ff9a95a71f5d9f9c
CVE-2016-5244,torvalds_linux,4116def2337991b39919f3b448326e21c40e0dbb
CVE-2016-5338,qemu_qemu,ff589551c8e8e9e95e211b9d8daafb4ed39f1aec
CVE-2016-5352,wireshark_wireshark,b6d838eebf4456192360654092e5587c5207f185
CVE-2016-5359,wireshark_wireshark,b8e0d416898bb975a02c1b55883342edc5b4c9c0
CVE-2016-5703,phpmyadmin_phpmyadmin,ef6c66dca1b0cb0a1a482477938cfc859d2baee3
CVE-2016-5735,pornel_pngquant,b7c217680cda02dddced245d237ebe8c383be285
CVE-2016-5766,php_php-src,7722455726bec8c53458a32851d2a87982cf0eac
CVE-2016-5767,php_php-src,c395c6e5d7e8df37a21265ff76e48fe75ceb5ae6
CVE-2016-6129,libtom_libtomcrypt,5eb9743410ce4657e9d54fef26a2ee31a1b5dd0
CVE-2016-6187,torvalds_linux,30a46a4647fd1df9cf52e43bf467f0d9265096ca
CVE-2016-6250,libarchive_libarchive,3014e198
CVE-2016-6506,wireshark_wireshark,a9d5256890c9189c7461bfce6ed6edce5d861499
CVE-2016-6516,torvalds_linux,10eec60ce79187686e052092e5383c99b4420a20
CVE-2016-7125,php_php-src,8763c6090d627d8bb0ee1d030c30e58f406be9ce
CVE-2016-7157,qemu_qemu,65a8e1f6413a0f6f79894da710b5d6d43361d27d
CVE-2016-7412,php_php-src,28f80baf3c53e267c9ce46a2a0fadbb981585132
CVE-2016-7416,php_php-src,6d55ba265637d6adf0ba7e9c9ef11187d1ec2f5b
CVE-2016-7798,ruby_openssl,8108e0a6db133f3375608303fdd2083eb5115062
CVE-2016-7916,torvalds_linux,8148a73c9901a8794a50f950083c00ccf97d43b3
CVE-2016-7995,qemu_qemu,b16c129daf0fed91febbb88de23dae8271c8898a
CVE-2016-8576,qemu_qemu,05f43d44e4bc26611ce25fd7d726e483f73363ce
CVE-2016-8646,torvalds_linux,4afa5f9617927453ac04b24b584f6c718dfb4f45
CVE-2016-8649,lxc_lxc,81f466d05f2a89cb4f122ef7f593ff3f279b165c
CVE-2016-8677,ImageMagick_ImageMagick,6e48aa92ff4e6e95424300ecd52a9ea453c19c60
CVE-2016-8688,libarchive_libarchive,eec077f52bfa2d3f7103b4b74d52572ba8a15aca
CVE-2016-8689,libarchive_libarchive,7f17c791dcfd8c0416e2cd2485b19410e47ef126
CVE-2016-8691,mdadams_jasper,d8c2604cd438c41ec72aff52c16ebd8183068020
CVE-2016-9084,torvalds_linux,05692d7005a364add85c6e25a6c4447ce08f913a
CVE-2016-9120,torvalds_linux,9590232bb4f4cc824f3425a6e1349afbe6d6d2b7
CVE-2016-9298,ImageMagick_ImageMagick,3cbfb163cff9e5b8cdeace8312e9bfee810ed02b
CVE-2016-9400,teeworlds_teeworlds,ff254722a2683867fcb3e67569ffd36226c4bc62
CVE-2016-9536,vadz_libtiff,83a4b92815ea04969d494416eaae3d4c6b338e4a
CVE-2016-9573,szukw000_openjpeg,7b28bd2b723df6be09fe7791eba33147c1c47d0d
CVE-2016-9888,GNOME_libgsf,95a8351a75758cf10b3bf6abae0b6b461f90d9e5
CVE-2017-0376,torproject_tor,56a7c5bc15e0447203a491c1ee37de9939ad1dcd
CVE-2017-0377,torproject_tor,665baf5ed5c6186d973c46cdea165c0548027350
CVE-2017-1000369,Exim_exim,65e061b76867a9ea7aeeb535341b790b90ae6c21
CVE-2017-1000494,miniupnp_miniupnp,7aeb624b44f86d335841242ff427433190e7168a
CVE-2017-10966,irssi_irssi,5e26325317c72a04c1610ad952974e206384d291
CVE-2017-11147,php_php-src,e5246580a85f031e1a3b8064edbaa55c1643a451
CVE-2017-11176,torvalds_linux,f991af3daabaecff34684fd51fac80319d1baad1
CVE-2017-13083,pbatard_rufus,c3c39f7f8a11f612c4ebf7affce25ec6928eb1cb
CVE-2017-13673,qemu_qemu,bfc56535f793c557aa754c50213fc5f882e6482d
CVE-2017-13658,ImageMagick_ImageMagick,e5c063a1007506ba69e97a35effcdef944421c89
CVE-2017-13686,torvalds_linux,bc3aae2bbac46dd894c89db5d5e98f7f0ef9e205
CVE-2017-14040,uclouvain_openjpeg,2cd30c2b06ce332dede81cccad8b334cde997281
CVE-2017-14041,uclouvain_openjpeg,e5285319229a5d77bf316bb0d3a6cbd3cb8666d9
CVE-2017-14166,libarchive_libarchive,fa7438a0ff4033e4741c807394a9af6207940d71
CVE-2017-14171,FFmpeg_FFmpeg,c24bcb553650b91e9eff15ef6e54ca73de2453b7
CVE-2017-14172,ImageMagick_ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac
CVE-2017-14230,cyrusimap_cyrus-imapd,6bd33275368edfa71ae117de895488584678ac79
CVE-2017-15102,torvalds_linux,2fae9e5a7babada041e2e161699ade2447a01989
CVE-2017-15385,radare_radare2,21a6f570ba33fa9f52f1bba87f07acc4e8c178f4
CVE-2017-16528,torvalds_linux,fc27fe7e8deef2f37cba3f2be2d52b6ca5eb9d57
CVE-2017-16534,torvalds_linux,2e1c42391ff2556387b3cb6308b24f6f65619feb
CVE-2017-16643,torvalds_linux,a50829479f58416a013a4ccca791336af3c584c7
CVE-2017-17439,heimdal_heimdal,1a6a6e462dc2ac6111f9e02c6852ddec4849b887
CVE-2017-18079,torvalds_linux,340d394a789518018f834ff70f7534fc463d3226
CVE-2017-18255,torvalds_linux,1572e45a924f254d9570093abde46430c3172e3d
CVE-2017-18922,LibVNC_libvncserver,aac95a9dcf4bbba87b76c72706c3221a842ca433
CVE-2017-2601,jenkinsci_jenkins,fd2e081b947124c90bcd97bfc55e1a7f2ef41a74
CVE-2017-2608,jenkinsci_jenkins,a814154695e23dc37542af7d40cacc129cf70722
CVE-2017-2613,jenkinsci_jenkins,b88b20ec473200db35d0a0d29dcf192069106601
CVE-2017-2630,qemu_qemu,2563c9c6b8670400c48e562034b321a7cf3d9a85
CVE-2017-3738,openssl_openssl,5630661aecbea5fe3c4740f5fea744a1f07a6253
CVE-2017-5226,projectatomic_bubblewrap,d7fc532c42f0e9bf427923bab85433282b3e5117
CVE-2017-5578,qemu_qemu,204f01b30975923c64006f8067f0937b91eea68b
CVE-2017-5970,torvalds_linux,34b2cef20f19c87999fff3da4071e66937db9644
CVE-2017-6194,radare_radare2,72794dc3523bbd5bb370de3c5857cb736c387e18
CVE-2017-6214,torvalds_linux,ccf7abb93af09ad0868ae9033d1ca8108bdaec82
CVE-2017-6347,torvalds_linux,ca4ef4574f1ee5252e2cd365f8f5d5bafd048f32
CVE-2017-6348,torvalds_linux,4c03b862b12f980456f9de92db6d508a4999b788
CVE-2017-6349,vim_vim,3eb1637b1bba19519885dd6d377bd5596e91d22c
CVE-2017-6439,libimobiledevice_libplist,32ee5213fe64f1e10ec76c1ee861ee6f233120dd
CVE-2017-7377,qemu_qemu,d63fb193e71644a073b77ff5ac6f1216f2f6cf6e
CVE-2017-7472,torvalds_linux,c9f838d104fed6f2f61d68164712e3204bf5271b
CVE-2017-7741,erikd_libsndfile,60b234301adf258786d8b90be5c1d437fc8799e0
CVE-2017-8069,torvalds_linux,7926aff5c57b577ab0f43364ff0c59d968f6a414
CVE-2017-8831,stoth68000_media-tree,354dd3924a2e43806774953de536257548b5002c
CVE-2017-8890,torvalds_linux,657831ffc38e30092a2d5f03d385d710eb88b09a
CVE-2017-9142,ImageMagick_ImageMagick,f0232a2a45dfd003c1faf6079497895df3ab0ee1
CVE-2017-9207,jsummers_imageworsener,b45cb1b665a14b0175b9cb1502ef7168e1fe0d5d
CVE-2017-9330,qemu_qemu,26f670a244982335cc08943fb1ec099a2c81e42d
CVE-2017-9438,VirusTotal_yara,10e8bd3071677dd1fa76beeef4bc2fc427cea5e7
CVE-2018-0500,curl_curl,ba1dbd78e5f1ed67c1b8d37ac89d90e5e330b628
CVE-2018-1000041,ImageMagick_librsvg,f9d69eadd2b16b00d1a1f9f286122123f8e547dd
CVE-2018-1000127,memcached_memcached,a8c4a82787b8b6c256d61bd5c42fb7f92d1bae00
CVE-2018-1000193,jenkinsci_jenkins,de7aaab441151fb1760855fec83681c6a8756a45
CVE-2018-10188,phpmyadmin_phpmyadmin,c6dd6b56e236a3aff953cee4135ecaa67130e641
CVE-2018-10756,transmission_transmission,2123adf8e5e1c2b48791f9d22fc8c747e974180e
CVE-2018-13301,FFmpeg_FFmpeg,2aa9047486dbff12d9e040f917e5f799ed2fd78b
CVE-2018-13305,FFmpeg_FFmpeg,d08d4a8c7387e758d439b0592782e4cfa2b4d6a4
CVE-2018-13785,glennrp_libpng,8a05766cb74af05c04c53e6c9d60c13fc4d59bf2
CVE-2018-14043,Monetra_mstdlib,db124b8f607dd0a40a9aef2d4d468fad433522a7
CVE-2018-15501,libgit2_libgit2,1f9a8510e1d2f20ed7334eeeddb92c4dd8e7c649
CVE-2018-15572,torvalds_linux,fdf82a7856b32d905c39afc85e34364491e46346
CVE-2018-15853,xkbcommon_libxkbcommon,1f9d1248c07cda8aaff762429c0dce146de8632a
CVE-2018-15855,xkbcommon_libxkbcommon,917636b1d0d70205a13f89062b95e3a0fc31d4ff
CVE-2018-15862,xkbcommon_libxkbcommon,4e2ee9c3f6050d773f8bbe05bc0edb17f1ff8371
CVE-2018-16150,igrr_axtls-8266,5efe2947ab45e81d84b5f707c51d1c64be52f36c
